regulon,mean_RI,std_RI,max_RI,min_RI,rank,stability_class
STAT6_+,0.0014112142995845141,0.0002057589762630083,0.0018062292658843839,0.0011055297164559743,117,intermediate
SPI1_+,0.001387886183983358,0.0008589636040611595,0.0039217336857593115,0.0006542137106792246,118,intermediate
CEBPA_+,0.0013762343876398606,0.0009739072029300327,0.003802099150467214,0.0006850044026258558,119,intermediate
POU2F2_+,0.001352475806276192,0.0008541505033976519,0.0031531261499131856,0.000562193855095536,120,intermediate
FOXO1_+,0.0013492313885424872,0.0005900745517740671,0.0028843240905771627,0.0005691421286802926,121,intermediate
KLF7_+,0.001347590179771701,0.00031040761231567886,0.0022694140841236195,0.0008446739339905889,122,intermediate
ETS2_+,0.0013422893236495995,0.0009694374581792405,0.0035721972720256893,0.000668002782552738,123,intermediate
ZBTB1_+,0.001342022685170075,0.00048145351553201325,0.0020663599485237325,0.00031638422940111725,124,intermediate
LYL1_+,0.001339454734784265,0.0009346678697402742,0.003834715254964391,0.0005325622402191834,125,intermediate
AHR_+,0.0013346503722171715,0.0005271079356521932,0.002912122775842383,0.0006151970959589993,126,intermediate
ZBTB18_+,0.0012764215547092516,0.0006027606788140383,0.0028897576360218252,0.0006081960020158124,127,intermediate
ARID3A_+,0.0012656835883466475,0.000875741244712733,0.003429672181796814,0.0005644408927720653,128,intermediate
IRF7_+,0.0012400760596429175,0.0006067196472886088,0.003985276410540131,0.0006511894032584121,129,intermediate
ETV6_+,0.0012330509666991767,0.0006004655581712542,0.00257760236905711,0.0006936554163339607,130,intermediate
ZBTB16_+,0.0012280270014127339,0.0009472326945235619,0.004515288411833124,0.00010164479789905563,131,intermediate
MAFB_+,0.0012244850402526207,0.0011996123125238964,0.00423788946999392,0.0005231058302123531,132,intermediate
ZBTB10_+,0.0012149641694868402,0.0006702240503785888,0.0032587600095437953,0.00028553377738704176,133,intermediate
MAFG_+,0.0012090246771734698,0.0004737576512024632,0.0026368116410114646,0.00045614527534912526,134,intermediate
JDP2_+,0.0011959486098259936,0.0010309849618209033,0.003984319158383805,0.00057845583932439,135,intermediate
PLAGL2_+,0.0011742672712849239,0.0011367166074656672,0.005507197462641923,0.0004929154919930759,136,intermediate
TFDP2_+,0.0011738243395673046,0.0008899313998803058,0.003963708861365465,0.00044231145339315627,137,intermediate
NCOA3_+,0.0011500682570737776,0.000999128074232459,0.003740666519031913,0.00016419353921090187,138,intermediate
E2F3_+,0.0011372720818742937,0.0009830749374035138,0.003632785781316158,3.548265922331851e-05,139,intermediate
ZNF467_+,0.0011303149247680066,0.0010862115272648324,0.00409841373953137,0.0003540079122735517,140,intermediate
BNC2_+,0.001104303489492608,0.0013536617221311215,0.005589817031110192,0.00019162014042950967,141,intermediate
ELK3_+,0.0011006923762229808,0.00044839679114776226,0.0022649217417793064,0.0005989251731809125,142,intermediate
ZFY_+,0.0010961207238828806,0.00021913843780045232,0.0014969170051357525,0.0006148185893429005,143,intermediate
CREB1_+,0.0010895560297831542,0.0003569108015695617,0.001854602026806304,0.00046073648406308665,144,intermediate
NFE2_+,0.0010487410907156634,0.0009218531671195161,0.003881077479443023,0.0004959214910677627,145,intermediate
HES6_+,0.0010354294540865525,0.0013206245074539982,0.005280123122528545,0.00019546140052203363,146,intermediate
RFX5_+,0.001030622388244521,0.00078383115558692,0.00286061850261601,0.0003980400987559495,147,intermediate
CREB5_+,0.0010172762726587696,0.0011099199734124988,0.003982647238694438,0.00021183323900606557,148,intermediate
TCF7L2_+,0.0009879525760907288,0.0008222870593131814,0.004315030591122799,0.0004615037711777705,149,intermediate
BCL11A_+,0.0009660985622704881,0.0007902158415805828,0.0034311483123379183,0.0002904633044016328,150,intermediate
