cell_type_1,cell_type_2,ad_coupling_r,global_rb,ad_minus_global,n_shared_locus_genes,disruption_score
DC2_CD1C,ncMono_IFIT1,0.3526433750450795,0.881595954120451,-0.5289525790753715,5,0.59999433595756
DC2_CD1C,Proliferative_T_MKI67,0.3336508506954899,0.832297113163955,-0.4986462624684651,8,0.5991204998571662
CD4_Th_CCR4,Proliferative_T_MKI67,0.3517857450014469,0.874979295434857,-0.52319355043341,5,0.597949635109237
CD4_Tem_CCR7neg,cMono_CD14,0.3418252492998533,0.847854046332149,-0.5060287970322956,22,0.5968347962970711
CD4_Th_CCR4,gdT2_GZMH,0.3629545190283784,0.899408851437934,-0.5364543324095556,11,0.5964521380369971
CD4_Th_LMNA,ncMono_C1QA,0.3348242356990362,0.828331408736616,-0.4935071730375798,8,0.5957846917700304
Transitional_B_MME,gdT2_GZMH,0.3363864025787692,0.824318240309542,-0.4879318377307728,9,0.5919216800874723
NKT_NCR1,Proliferative_T_MKI67,0.375748727720991,0.901166931493993,-0.525418203773002,10,0.5830420373969352
CD4_Th1-like_GZMK,Proliferative_T_MKI67,0.369595787718263,0.880646086198925,-0.511050298480662,9,0.5803129162663686
CD4_Tem_CCR7neg,Switched_Bm_IGHE,0.3689538212108929,0.865044488669635,-0.4960906674587421,11,0.5734857269846173
CD4_Th22-like_CCR10,Terminal_NK_dim_CD160neg,0.3752414558973627,0.876163122410595,-0.5009216665132323,5,0.5717219244916886
CD4_Th22-like_CCR10,ncMono_C1QA,0.3633611573594279,0.846890716206061,-0.4835295588466331,8,0.5709468170967448
CD4_Tcm_CXCR5,CD8_Tcm_IFI44L,0.4081867532908049,0.948106621823,-0.5399198685321951,16,0.5694716776622109
CD4_Tcm_IFI44L,CD4_Tem_CCR7neg,0.410828512493266,0.939247687014977,-0.5284191745217109,8,0.5625983239853163
CD4_Tn_LIMS1,Transitional_NK_GZMK,0.3872226661880063,0.882287337008107,-0.4950646708201007,7,0.5611150132777568
CD4_Th_TNFRSF11A,Transitional_B_MME,0.391043529410452,0.883223655429476,-0.492180126019024,11,0.5572542390519383
CD4_Th_LMNA,Proliferative_T_MKI67,0.3958728103958563,0.891925841348947,-0.4960530309530907,7,0.5561595011115061
CD8_Tcm_IFI44L,cMono_IFI44L,0.3719090030071575,0.832002260866636,-0.4600932578594784,6,0.5529952014556222
CD4_Tn_CXCR5,Proliferative_T_MKI67,0.3892693077181599,0.863706212684101,-0.474436904965941,6,0.5493035687349693
CD8_Tcm_IFI44L,Terminal_NK_dim_CD160neg,0.4025187857507248,0.888084818128722,-0.4855660323779971,7,0.546756371087539
DC2_CD1C,pre-Switched_Bm_JAM3,0.3748100479204714,0.820696644229555,-0.4458865963090835,7,0.5433025703762544
CD4_Tcm_IFI44L,gdT2_GZMH,0.4177784980101981,0.909763788816185,-0.4919852908059869,7,0.540783549371837
NKT_NCR1,pDC_IRF4,0.3640896550090314,0.783802214113995,-0.4197125591049636,14,0.5354827423898055
CD4_Tem_CCR7neg,gdT2_GZMK,0.4273367624115941,0.918331745532177,-0.4909949831205829,11,0.5346597082256471
CD4_CTL_GZMH,CD4_Th_TNFRSF11A,0.4313878027348877,0.92394477546609,-0.4925569727312023,11,0.5331021786261292
CD4_Th_LMNA,CD4_Th_TNFRSF11A,0.4556377490411937,0.970989694836395,-0.5153519457952013,17,0.5307491403212415
CD4_Th_CCR4,Transitional_B_MME,0.4103339595154963,0.868338206155975,-0.4580042466404787,8,0.5274491475712055
CD4_Th22-like_CCR10,pDC_IRF4,0.3961586855026806,0.835464774728453,-0.4393060892257724,8,0.5258223955265594
CD4_CTL_GZMH,CD4_Tcm_CXCR5,0.4342791817090428,0.907595554777396,-0.4733163730683531,13,0.5215058299667878
CD4_Tem_CCR7neg,CD8_Tcm_IFI44L,0.449337873219309,0.938267215376326,-0.4889293421570169,16,0.5210981841254191
gdT2_GZMK,ncMono_C1QA,0.3994120443607673,0.833151191552067,-0.4337391471912996,6,0.5206007644102295
CD4_CTL_GZMH,gdT2_GZMH,0.4616678659212457,0.962896403974396,-0.5012285380531503,15,0.520542538100992
MAIT_SLC4A10,Proliferative_T_MKI67,0.4322469131656584,0.900296068381619,-0.4680491552159606,10,0.5198835934686801
CD4_Th_CCR4,Switched_activated_Bm_CD86,0.4229071819488972,0.87877600862068,-0.4558688266717827,11,0.5187542925612079
CD4_Th17-like_RORC,Terminal_NK_dim_CD160neg,0.4233248009723273,0.877356719795346,-0.4540319188230187,9,0.5174997906540536
CD4_Tem_CCR7neg,NKT_NCR1,0.4375435325592015,0.906232638698695,-0.4686891061394934,29,0.5171840939347624
NK_bright_XCL1,gdT2_GZMH,0.4422461983143159,0.902303151958571,-0.4600569536442551,9,0.5098696071776313
CD4_Th22-like_CCR10,CD4_Th_TNFRSF11A,0.4705397409014042,0.95942133909339,-0.4888815981919858,12,0.509558812454554
NK_bright_XCL1,pre-Switched_Bm_JAM3,0.41682543526423,0.847271180242853,-0.4304457449786229,6,0.5080377510955164
Proliferative_T_MKI67,Switched_Bm_IGHE,0.4132363896721362,0.839337331120304,-0.4261009414481677,5,0.5076635169788413
CD4_Th_CCR4,CD4_Th_LMNA,0.4677617598410703,0.942625251177024,-0.4748634913359537,9,0.503766996208735
CD4_Tem_CCR7neg,Transitional_NK_GZMK,0.4477693413828627,0.895745129501931,-0.4479757881190682,16,0.500115237431612
CD4_Tcm_CXCR5,gdT2_GZMK,0.4544389937385037,0.907788463133322,-0.4533494693948182,10,0.49939990185603106
Proliferative_NK_MKI67,pDC_IRF4,0.3395944635260194,0.67784706963799,-0.3382526061119706,5,0.4990102063768119
gdT2_GZMH,pDC_IRF4,0.3999968859706188,0.794479856699068,-0.3944829707284492,9,0.4965298583748372
Atypical_Bm_ITGAX,Proliferative_T_MKI67,0.4052036192991325,0.804561096995682,-0.3993574776965494,5,0.49636687529112883
Mature_NK_dim_FCGR3A,cMono_IFI44L,0.3773862897889992,0.743069089466838,-0.3656827996778388,8,0.49212489775374874
CD4_Treg_FCRL3,Proliferative_T_MKI67,0.4441145342003513,0.867218724730106,-0.4231041905297547,8,0.4878863641481361
cMono_IFI44L,gdT2_GZMK,0.3791594427434432,0.740269796506382,-0.3611103537629388,6,0.48780911428124923
Proliferative_NK_MKI67,Proliferative_T_MKI67,0.422314897202425,0.822148071144077,-0.3998331739416519,5,0.48632744875902456
CD4_Th_LMNA,Mature_NK_dim_FCGR3A,0.4601932420620897,0.894896761900476,-0.4347035198383862,15,0.485758288939625
CD4_Th1-like_GZMK,Terminal_NK_dim_CD160neg,0.4573475531637379,0.884607264118517,-0.4272597109547791,10,0.4829936722038224
MAIT_SLC4A10,cMono_IFI44L,0.4007573889599089,0.770793514990254,-0.370036126030345,9,0.4800716648933195
CD4_Th22-like_CCR10,CD4_Th_CCR4,0.4943556777544067,0.950611515817779,-0.4562558380633723,10,0.47996035233264644
Switched_activated_Bm_CD86,ncMono_C1QA,0.4238283700774972,0.813331110139121,-0.3895027400616237,12,0.47889812058830383
CD4_Th_TNFRSF11A,gdT2_GZMK,0.4857119035946947,0.929287054822716,-0.4435751512280212,10,0.47732845187716944
CD4_Tem_CCR7neg,ncMono_FCGR3A,0.4286997547183016,0.819322867907562,-0.3906231131892604,15,0.4767633475028693
Proliferative_T_MKI67,Unswitched_Bm_CD1C,0.4393344263137682,0.834497240870582,-0.3951628145568137,5,0.47353399772126703
Proliferative_T_MKI67,pre-Switched_Bm_JAM3,0.4129182049312819,0.78406585363146,-0.371147648700178,5,0.4733628520884819
CD4_Tcm_CXCR5,cMono_CD14,0.4439660006790465,0.841892490333084,-0.3979264896540374,20,0.47265713166844253
Terminal_NK_dim_CD160neg,pDC_IRF4,0.3887330989104723,0.729981836649045,-0.3412487377385726,8,0.46747565570269883
CD8_CTL_GZMK,cMono_IL1B,0.4258258076966791,0.796962865891608,-0.3711370581949289,9,0.4656892737150515
CD4_Tcm_CXCR5,CD4_Th22-like_CCR10,0.5056936519917152,0.945054210883952,-0.4393605588922368,12,0.4649051385965287
CD4_Tem_CCR7neg,NK_bright_XCL1,0.4751102758155841,0.885890700550768,-0.4107804247351839,10,0.4636919932445359
Proliferative_NK_MKI67,gdT2_GZMK,0.4230035900868873,0.786554410009992,-0.3635508199231047,5,0.4622068293005774
CD4_Th_CCR4,CD4_Tn_CXCR5,0.5003447888825574,0.92893716788055,-0.4285923789979926,7,0.4613792986406852
CD4_Tem_CCR7neg,Mature_NK_dim_FCGR3A,0.4803399772089384,0.888009175384962,-0.4076691981760236,30,0.4590821913515639
CD4_Tcm_CXCR5,Transitional_B_MME,0.4711284548809848,0.868136131051476,-0.3970076761704911,10,0.4573103940388246
CD4_Tcm_CXCR5,CD4_Treg_FCRL3,0.5136793259828049,0.945013691971983,-0.4313343659891782,23,0.4564318693511226
DC2_CD1C,NKT_NCR1,0.4436712781647554,0.814349878488395,-0.3706786003236396,13,0.45518346611863836
MAIT_SLC4A10,Terminal_NK_dim_CD160neg,0.4823429020806981,0.88454773959573,-0.4022048375150318,10,0.45470110827353866
CD4_Tcm_CXCR5,NK_bright_XCL1,0.4832021388222131,0.884299474784453,-0.4010973359622399,10,0.453576358913938
CD4_Tem_CCR7neg,CD8_CTL_GZMK,0.5183592998554298,0.948115084117604,-0.4297557842621742,21,0.45327386037966183
CD4_Th_LMNA,NKT_NCR1,0.4938928673162165,0.900073509643366,-0.4061806423271494,15,0.4512749658503887
gdT2_GZMH,gdT2_IL12RB2,0.5308630887668039,0.964999705296764,-0.4341366165299601,20,0.4498826415666637
CD4_Th22-like_CCR10,Proliferative_T_MKI67,0.4947591667559091,0.89553548843824,-0.4007763216823309,8,0.44752701244845217
CD4_CTL_GZMH,ncMono_C1QA,0.4532234788995697,0.81737040176239,-0.3641469228628202,10,0.4455102877198115
CD4_Tem_CCR7neg,CD4_Treg_FCRL3,0.5170382599400304,0.929526585154859,-0.4124883252148286,23,0.44376172968318933
CD4_Th_LMNA,pre-Switched_Bm_JAM3,0.4718788518162545,0.848271886612589,-0.3763930347963344,8,0.44371744571117155
DC2_CD1C,ncMono_FCGR3A,0.5029037619087641,0.903992765985693,-0.4010890040769289,11,0.4436860771110161
CD4_Tem_CCR7neg,DC2_CD1C,0.4651889332273363,0.834141068704418,-0.3689521354770816,10,0.4423138355363986
CD4_Tfh-like_CXCR5,Proliferative_T_MKI67,0.489970251525532,0.877987340612251,-0.388017089086719,9,0.4419392753614662
CD4_Th_TNFRSF11A,CD8_CTL_GZMK,0.5317295623115403,0.951719250849855,-0.4199896885383146,18,0.44129577936274506
ncMono_FCGR3A,pre-Switched_Bm_JAM3,0.4627626021175171,0.827019403350402,-0.3642568012328849,11,0.4404452903489521
CD4_Tem_CCR7neg,CD8_Tn_CCR7,0.5302842373623223,0.94734298547911,-0.4170587481167876,37,0.44024049843559465
CD4_Tcm_CXCR5,Switched_activated_Bm_CD86,0.4906594265479577,0.875625079960097,-0.3849656534121393,17,0.4396466732424824
CD8_CTL_GZMK,cMono_IFI44L,0.458233838053998,0.816013676420501,-0.357779838366503,8,0.43844833573859743
CD4_Treg_FCRL3,pre-Switched_Bm_JAM3,0.4826538834321607,0.858975319274712,-0.3763214358425513,11,0.4381050623902718
CD4_Tem_CCR7neg,MAIT_SLC4A10,0.5291883809983281,0.940039523722243,-0.4108511427239149,31,0.43705730701309387
Proliferative_T_MKI67,ncMono_C1QA,0.4708792496649864,0.833420018481048,-0.3625407688160615,10,0.43500367255014016
CD8_Tem_CCR7neg,cMono_IL1B,0.4293129855882265,0.759447653500318,-0.3301346679120914,10,0.4347036512529737
CD4_Tn_SOX4,gdT2_GZMH,0.5073319693404981,0.896963092020767,-0.3896311226802689,9,0.4343892476138226
Switched_activated_Bm_CD86,cMono_IFI44L,0.4522193596201987,0.799431476318662,-0.3472121166984632,7,0.434323800080222
Proliferative_T_MKI67,gdT2_GZMH,0.5128355925944936,0.905304932760936,-0.3924693401664424,8,0.43352170739809925
CD4_Tcm_CXCR5,CD4_Th_LMNA,0.5408977829246915,0.952741923074471,-0.4118441401497795,16,0.43227250756508145
CD4_Treg_FOXP3,Proliferative_T_MKI67,0.5040109577516939,0.886104807339077,-0.3820938495873831,9,0.4312061580331445
MAIT_SLC4A10,gdT2_GZMH,0.537464817302193,0.941411754058115,-0.4039469367559219,20,0.4290863535691372
Atypical_Bm_ITGAX,DC2_CD1C,0.4744517948643986,0.825760266198016,-0.3513084713336173,7,0.42543639566374364
Bn_TCL1A,pre-Switched_Bm_JAM3,0.5422255608900848,0.94149390513651,-0.3992683442464252,14,0.4240795846559773
Transitional_NK_GZMK,gdT2_GZMH,0.5412740415166968,0.938822358603731,-0.3975483170870342,15,0.423454249298334
CD4_Tn_LIMS1,gdT2_IL12RB2,0.52393696623034,0.907403706379164,-0.383466740148824,9,0.4225977229903336
Proliferative_T_MKI67,Transitional_NK_GZMK,0.5210930176554093,0.900206845540882,-0.3791138278854727,8,0.4211407964329412
CD4_Th_CCR4,CD8_Tcm_IFI44L,0.5279478118783424,0.907130726146784,-0.3791829142684416,10,0.41800250321041993
CD4_Treg_FOXP3,cMono_IFI44L,0.4740930140671627,0.814142381177516,-0.3400493671103533,7,0.4176780069089768
CD4_Tcm_IFI44L,CD4_Th_CCR4,0.5457785112846762,0.936952009720838,-0.3911734984361618,6,0.41749576752891615
CD4_Th_CCR4,CD4_Treg_FCRL3,0.5390876734580408,0.924990010749246,-0.3859023372912052,11,0.4171962213717558
CD4_CTL_GZMH,Proliferative_NK_MKI67,0.5305273804273188,0.909205442543776,-0.3786780621164571,6,0.4164933956587317
cMono_IL1B,gdT2_IL12RB2,0.4291510165410088,0.73497379273427,-0.3058227761932612,9,0.4161002463169888
Bn_TCL1A,Proliferative_NK_MKI67,0.4374293158012375,0.746927278002587,-0.3094979622013494,5,0.4143615734974905
CD4_Tem_CCR7neg,CD4_Tn_CXCR5,0.5577046055024528,0.951752690271539,-0.3940480847690861,14,0.41402361012151445
NKT_NCR1,cMono_IL1B,0.4446215653182016,0.753097982946042,-0.3084764176278404,9,0.409609937369786
CD4_Tn_LIMS1,gdT1_TRDV1,0.5396023253623383,0.913772537066425,-0.3741702117040867,5,0.40947850425153137
CD8_Tcm_IFI44L,pDC_IRF4,0.499368012771291,0.845206667021206,-0.3458386542499149,10,0.4091764390226207
CD4_Tem_CCR7neg,CD4_Th22-like_CCR10,0.5618267489108782,0.950178056754832,-0.3883513078439538,13,0.4087142458017818
MAIT_SLC4A10,pre-Switched_Bm_JAM3,0.4991356298499943,0.842920140308571,-0.3437845104585766,13,0.4078494438781901
CD4_Tcm_CXCR5,NKT_NCR1,0.5278640102351222,0.889819947769842,-0.3619559375347198,25,0.40677435748871543
CD4_Th_CCR4,CD4_Treg_FOXP3,0.5548579977814193,0.931685368564314,-0.3768273707828947,11,0.40445775311849
Atypical_Bm_ITGAX,ncMono_C1QA,0.490130270623567,0.821942593046995,-0.3318123224234279,7,0.4036928189758095
Terminal_NK_dim_CD160neg,gdT2_IL12RB2,0.5427588952690932,0.909252535090552,-0.3664936398214589,12,0.40307134231411296
CD8_Tem_CCR7neg,pre-Switched_Bm_JAM3,0.5096168198292539,0.852590300711651,-0.3429734808823971,14,0.40227232305612626
CD4_Treg_FCRL3,gdT2_GZMH,0.5431620781410845,0.907986056249345,-0.3648239781082605,15,0.40179469232738413
CD4_CTL_GZMH,CD4_Th_CCR4,0.5439476872307902,0.909241697711394,-0.3652940104806037,8,0.40175677314411196
CD4_CTL_GZMH,CD4_Tem_CCR7neg,0.552571808636906,0.922832643574317,-0.370260834937411,13,0.4012220823738052
CD8_CTL_GZMB,Proliferative_NK_MKI67,0.520155201568566,0.868676318256197,-0.3485211166876309,6,0.40120941409714167
CD4_Tcm_CXCR5,CD4_Tcm_IFI44L,0.5701588530476268,0.951493894554073,-0.3813350415064461,8,0.4007750797866786
CD4_Tn_SOX4,Proliferative_T_MKI67,0.5143703055379971,0.857000619136651,-0.3426303135986539,5,0.399801710696338
CD4_CTL_GZMH,Proliferative_T_MKI67,0.5527847399897861,0.918749220083367,-0.3659644800935809,8,0.3983290239532105
CD4_Tn_CCR7,CD4_Tn_LIMS1,0.5583329322857965,0.927227774607265,-0.3688948423214685,9,0.3978470581057788
MK_GP9,Proliferative_T_MKI67,0.4347435046235464,0.718403829832936,-0.2836603252093896,5,0.3948480136518127
Proliferative_NK_MKI67,Switched_activated_Bm_CD86,0.4317780913494099,0.713066722669599,-0.2812886313201891,5,0.39447729416833943
DC2_CD1C,cMono_CD14,0.5611765657250222,0.925811917434868,-0.3646353517098458,13,0.39385467484598286
CD8_Tn_CCR7,Proliferative_T_MKI67,0.5065561007269784,0.833438615770997,-0.3268825150440185,11,0.3922094667303437
cMono_CD14,pre-Switched_Bm_JAM3,0.4963730210913237,0.814300442728613,-0.3179274216372893,11,0.3904301225380114
gdT2_IL12RB2,pre-Switched_Bm_JAM3,0.5163996642628418,0.846003648195996,-0.3296039839331542,11,0.38960113781541755
CD8_Tn_CCR7,cMono_IL1B,0.4489430113003549,0.735314508996934,-0.286371497696579,10,0.38945443642507144
CD4_Tem_CCR7neg,CD4_Tn_SOX4,0.5681255041420092,0.926631607062219,-0.3585061029202098,12,0.3868917271846715
CD4_Tn_LIMS1,MAIT_SLC4A10,0.5538447039508663,0.903166570518477,-0.3493218665676108,8,0.38677457511196084
CD8_CTL_GZMK,gdT2_GZMH,0.5784011388635059,0.942208536489894,-0.3638073976263881,19,0.3861219502231609
CD4_Tem_CCR7neg,gdT2_IL12RB2,0.5758455867148928,0.937880792995396,-0.3620352062805031,23,0.38601409580447643
CD4_Th_TNFRSF11A,NKT_NCR1,0.556170601891508,0.904325471689237,-0.348154869797729,20,0.38498845901950796
Switched_activated_Bm_CD86,gdT2_GZMH,0.518614201482653,0.842694468150441,-0.324080266667788,14,0.38457623601005053
CD4_Th_TNFRSF11A,pDC_IRF4,0.5066354090117873,0.822211095650059,-0.3155756866382717,13,0.38381346141865225
CD4_Tem_CCR7neg,Switched_Bm_IGHDneg,0.5404100968805546,0.87543106178402,-0.3350209649034653,14,0.38269257229773657
CD4_Tcm_CXCR5,gdT2_IL12RB2,0.5763056379815442,0.933293388883414,-0.3569877509018697,21,0.38250324619674797
CD4_Tn_LIMS1,CD4_Treg_FCRL3,0.5799308835668912,0.935694145945476,-0.3557632623785848,8,0.3802131967162222
CD4_Tn_LIMS1,CD8_Tcm_IFI44L,0.5785631650302732,0.931132235031337,-0.3525690700010638,8,0.37864554220829677
CD4_Treg_FCRL3,Terminal_NK_dim_CD160neg,0.542675156643962,0.871627362044986,-0.328952205401024,7,0.3774000447040191
CD8_CTL_GZMB,pre-Switched_Bm_JAM3,0.5163143358297926,0.82855570532896,-0.3122413694991673,14,0.37685018338652165
CD4_Tn_CXCR5,Terminal_NK_dim_CD160neg,0.5447144192427309,0.871062290532898,-0.326347871290167,5,0.3746550330981659
Proliferative_NK_MKI67,cMono_IL1B,0.4585133746377339,0.732075649003152,-0.2735622743654181,5,0.3736803358203768
DC2_CD1C,Unswitched_Bm_CD1C,0.5244126568599745,0.836737000273822,-0.3123243434138475,7,0.3732646498381683
Atypical_Bm_ITGAX,cMono_IFI44L,0.5035847218580013,0.801929364584786,-0.2983446427267847,5,0.37203356792060893
CD4_Tcm_CXCR5,CD8_Tn_CCR7,0.5987268902975114,0.953162608952457,-0.3544357186549456,32,0.37185231074525354
cMono_IL1B,ncMono_C1QA,0.5849863215287074,0.93109915861235,-0.3461128370836426,12,0.37172500252225205
NKT_NCR1,intMono_GFRA2,0.4646461887573839,0.738171910289223,-0.273525721531839,5,0.3705447440077597
CD4_Treg_FOXP3,Terminal_NK_dim_CD160neg,0.5501724322194897,0.873629651292922,-0.3234572190734323,7,0.3702452390377708
CD4_Tn_CCR7,cMono_IL1B,0.4502295895987779,0.713011358980675,-0.2627817693818971,12,0.3685520098271245
Proliferative_NK_MKI67,ncMono_C1QA,0.4748748401936716,0.750915266310726,-0.2760404261170543,6,0.36760529250290924
CD4_Th_TNFRSF11A,NK_bright_XCL1,0.57807146237845,0.911690855568107,-0.333619393189657,10,0.3659347805806025
CD4_Th_TNFRSF11A,Unswitched_Bm_CD1C,0.5631472551469326,0.888086947413732,-0.3249396922667993,10,0.3658872514826187
Proliferative_NK_MKI67,cMono_IFI44L,0.446272212186058,0.703671624288452,-0.2573994121023939,5,0.3657947872527538
CD4_Tem_CCR7neg,CD4_Th_LMNA,0.6064773860254671,0.956172724309737,-0.3496953382842699,16,0.36572402599824805
CD4_Th_TNFRSF11A,Switched_activated_Bm_CD86,0.5660589845271403,0.891970450509247,-0.3259114659821066,14,0.36538370278526167
MAIT_SLC4A10,NKT_NCR1,0.5895219392055515,0.926988291351802,-0.3374663521462505,32,0.3640459704772888
CD8_CTL_GZMB,intMono_GFRA2,0.4680217444512279,0.735801293836437,-0.267779549385209,5,0.36392916352323573
CD4_Tcm_CXCR5,pDC_IRF4,0.5293195592514672,0.826904412103178,-0.2975848528517107,11,0.35987817756930685
CD4_Tcm_CXCR5,Transitional_NK_GZMK,0.5702570067095328,0.887903422769145,-0.3176464160596122,14,0.3577488360940808
CD8_Tem_CCR7neg,Terminal_NK_dim_CD160neg,0.5844343894618816,0.908999472153847,-0.3245650826919654,12,0.3570575040301378
CD4_Tn_CCR7,Proliferative_T_MKI67,0.5296010721424884,0.823621892307449,-0.2940208201649605,11,0.35698519297639775
Proliferative_NK_MKI67,Transitional_NK_GZMK,0.5451166316841739,0.847432995561609,-0.3023163638774351,6,0.3567436782150365
NKT_NCR1,cMono_IFI44L,0.4925138716190566,0.764141317009367,-0.2716274453903105,7,0.3554675546839732
Mature_NK_dim_FCGR3A,Proliferative_NK_MKI67,0.5488185729518771,0.85101863634587,-0.3022000633939929,6,0.35510393132116225
DC2_CD1C,cMono_IFI44L,0.5865648022545675,0.908813445777335,-0.3222486435227675,8,0.3545817296388465
CD4_Tfh-like_CXCR5,CD4_Th_CCR4,0.6079245027944535,0.941881380459197,-0.3339568776647434,13,0.35456362615633075
CD8_Tn_CCR7,cMono_IFI44L,0.4860233436002619,0.752642710269863,-0.266619366669601,9,0.3542442689360582
CD4_Tcm_IFI44L,ncMono_C1QA,0.5383601763048002,0.830244450351967,-0.2918842740471669,5,0.35156425788022777
Unswitched_Bm_CD1C,pre-Switched_Bm_JAM3,0.6258812655159145,0.965048165049285,-0.3391668995333705,10,0.35145074807333504
CD4_Th_TNFRSF11A,Transitional_NK_GZMK,0.5909553120597669,0.910975582495941,-0.3200202704361741,11,0.35129401554250766
Mature_NK_dim_FCGR3A,Proliferative_T_MKI67,0.5784367486762935,0.890774480067831,-0.3123377313915375,9,0.3506361468367993
CD4_Tem_CCR7neg,CD8_Tem_CCR7neg,0.6177643176306564,0.948347321458065,-0.3305830038274086,35,0.3485885353892747
CD4_Tem_CCR7neg,CD8_CTL_GZMB,0.6007789167790338,0.921295372818089,-0.3205164560390552,34,0.34789760753779625
Unswitched_Bm_CD1C,gdT2_GZMH,0.5533564536602372,0.848521249812965,-0.2951647961527277,9,0.3478578718185188
NKT_NCR1,NK_bright_XCL1,0.5882990128782225,0.901591174729571,-0.3132921618513484,9,0.3474880529363204
CD4_Tem_CCR7neg,CD4_Tn_CCR7,0.6242503235716412,0.951127245011342,-0.3268769214397008,37,0.34367317638535616
ncMono_C1QA,ncMono_IFIT1,0.6258544808694583,0.952180707211357,-0.3263262263418987,5,0.34271459594850157
NKT_NCR1,pre-Switched_Bm_JAM3,0.5461459572466371,0.830112208058381,-0.283966250811744,11,0.3420817668444323
cMono_IL1B,intMono_GFRA2,0.6265870468176495,0.947883717435248,-0.3212966706175985,5,0.3389621160356591
CD4_Tn_CCR7,pre-Switched_Bm_JAM3,0.5576080353275055,0.843478965335411,-0.2858709300079055,14,0.3389188607616651
cMono_IFI44L,ncMono_C1QA,0.6104954859158773,0.923210095519924,-0.3127146096040466,10,0.3387252924567893
Switched_activated_Bm_CD86,cMono_CD14,0.5408140991235972,0.817778863039206,-0.2769647639156087,17,0.3386792890272226
MAIT_SLC4A10,cMono_IL1B,0.4987015846437112,0.753791644384468,-0.2550900597407567,10,0.3384092429799464
CD4_Th_TNFRSF11A,gdT2_IL12RB2,0.628110209488495,0.946003075398766,-0.317892865910271,19,0.33603787786447786
CD4_Tn_LIMS1,CD8_Tn_CCR7,0.6161011376846293,0.926561786348217,-0.3104606486635877,10,0.3350673999703583
CD4_Tem_CCR7neg,CD4_Th17-like_RORC,0.6386911584197852,0.959856699027939,-0.3211655406081538,26,0.33459738410265083
Switched_Bm_IGHE,gdT2_GZMH,0.5649787621466938,0.848870233648073,-0.2838914715013791,8,0.3344344756693114
CD4_Treg_FOXP3,Proliferative_NK_MKI67,0.5593092722007543,0.839490385266056,-0.2801811130653017,5,0.3337514258445082
CD4_Tem_CCR7neg,CD4_Th1-like_GZMK,0.64055453190183,0.961203283468575,-0.320648751566745,31,0.33359098650772356
CD4_Tcm_CXCR5,CD4_Tn_CXCR5,0.6444440845698177,0.965534623682969,-0.3210905391131513,14,0.33255207139892334
CD4_Th_LMNA,Proliferative_NK_MKI67,0.57909473907704,0.866089544345501,-0.286994805268461,5,0.3313685139627697
CD8_Tn_CCR7,Terminal_NK_dim_CD160neg,0.5589423892045542,0.83493626370875,-0.2759938745041957,12,0.33055681792792563
CD4_Th22-like_CCR10,Proliferative_NK_MKI67,0.583576752337149,0.871344682882506,-0.287767930545357,5,0.3302572864660038
CD4_Tcm_CXCR5,CD8_CTL_GZMK,0.6294744770548438,0.939534987449021,-0.3100605103941771,21,0.33001486324212165
NKT_NCR1,gdT2_IL12RB2,0.6357228613987873,0.946912463365234,-0.3111896019664467,26,0.3286360820096394
CD8_Tcm_IFI44L,Proliferative_NK_MKI67,0.5677705370403401,0.845483542720215,-0.2777130056798749,5,0.3284664829623714
CD8_Tn_CCR7,gdT2_GZMH,0.5960969282458825,0.885546050154813,-0.2894491219089306,22,0.3268594804960493
CD4_Tcm_CXCR5,Switched_Bm_IGHE,0.5841562156246993,0.866827736929397,-0.2826715213046976,11,0.32609884209060697
CD4_Tem_CCR7neg,gdT1_TRDV1,0.6060789272488215,0.898624574617176,-0.2925456473683545,7,0.3255482385321837
CD4_Tcm_CXCR5,gdT1_TRDV1,0.6186223797972863,0.91722249737355,-0.2986001175762637,7,0.3255481831630817
cMono_CD14,gdT2_GZMH,0.5170755487431029,0.766322423172863,-0.2492468744297601,18,0.32525066067854874
NK_bright_XCL1,pDC_IRF4,0.5360635339953734,0.794026442935124,-0.2579629089397506,8,0.32487949391986115
CD4_Tcm_CXCR5,Unswitched_Bm_CD1C,0.5901122323301149,0.873414653018964,-0.2833024206888491,11,0.3243618820792762
CD4_Tn_CXCR5,gdT2_GZMH,0.6101794675207268,0.902178034011388,-0.2919985664906611,11,0.3236595832336296
CD4_Th_TNFRSF11A,CD8_CTL_GZMB,0.6139760770277465,0.90776836990565,-0.2937922928779035,23,0.32364235483159565
Transitional_NK_GZMK,pre-Switched_Bm_JAM3,0.5693259549844452,0.837274118029502,-0.2679481630450568,9,0.3200244188553975
CD8_CTL_GZMK,Proliferative_NK_MKI67,0.5995412425719474,0.880529250999315,-0.2809880084273676,6,0.3191126338034467
gdT1_TRDV1,pre-Switched_Bm_JAM3,0.5871230330298846,0.86157451111387,-0.2744514780839854,5,0.3185464223276129
CD4_Th17-like_RORC,CD4_Th_TNFRSF11A,0.6509744504889295,0.952401196378393,-0.3014267458894635,22,0.31649135578123044
CD4_Th1-like_GZMK,gdT2_GZMH,0.6412137483388103,0.935275351875022,-0.2940616035362117,20,0.31441179642624245
CD4_Tcm_CXCR5,Mature_NK_dim_FCGR3A,0.6021805251147683,0.876645179097757,-0.2744646539829887,26,0.3130852259582009
