cell_type_1,cell_type_2,ad_coupling_r,global_rb,ad_minus_global,n_shared_locus_genes
CD8_CTL_GZMB,Switched_Bm_IGHDneg,0.8494709398846865,0.844257392733764,0.005213547150922482,16
CD4_Tcm_IFI44L,gdT2_IL12RB2,0.9276497367310309,0.922837184042178,0.004812552688852945,7
CD4_Tn_CCR7,Switched_Bm_IGHDneg,0.8496850162712098,0.844877006943776,0.00480800932743386,17
CD4_Th17-like_RORC,CD4_Tn_SOX4,0.9193684405431314,0.91635602863079,0.0030124119123413617,11
cMono_CD14,gdT2_IL12RB2,0.7707883196849873,0.769663310256588,0.0011250094283993262,22
Terminal_NK_dim_CD160neg,ncMono_C1QA,0.7400296669206395,0.739032386694057,0.0009972802265825198,9
Transitional_NK_GZMK,cMono_CD14,0.7558981001085641,0.755607081345426,0.0002910187631380845,15
CD4_Th17-like_RORC,gdT2_GZMK,0.9248070055167683,0.925194364183056,-0.000387358666287696,11
CD4_Treg_FCRL3,cMono_CD14,0.8292939156982947,0.830211281789359,-0.0009173660910642978,15
CD4_Th1-like_GZMK,gdT2_GZMK,0.9352395915988513,0.936497841388089,-0.0012582497892377198,11
CD4_Treg_FOXP3,ncMono_C1QA,0.8173187471972044,0.819038052115245,-0.0017193049180406206,10
CD4_Tcm_CXCR5,cMono_IL1B,0.7688807871283263,0.772825823411473,-0.003945036283146686,9
CD8_Tem_CCR7neg,pDC_IRF4,0.809540230866103,0.814900992075173,-0.00536076120906992,15
cMono_CD14,pDC_IRF4,0.7693447918369231,0.774965965823753,-0.00562117398682993,15
CD4_Tcm_IFI44L,CD4_Treg_FOXP3,0.9292470337586947,0.935488269475267,-0.006241235716572313,7
CD4_Tcm_IFI44L,Mature_NK_dim_FCGR3A,0.8773492983491862,0.884654212507792,-0.007304914158605791,7
CD4_Th_LMNA,gdT2_GZMK,0.9297698799023848,0.937277460170033,-0.007507580267648195,8
CD4_Tcm_IFI44L,NKT_NCR1,0.8734088126076801,0.881383423265874,-0.007974610658193937,7
Switched_Bm_IGHDneg,ncMono_C1QA,0.8202543830195812,0.828820205123813,-0.008565822104231846,7
CD4_Tn_CXCR5,Transitional_NK_GZMK,0.8832153918013019,0.891921206860177,-0.008705815058875022,8
Bn_TCL1A,Switched_activated_Bm_CD86,0.8908145381362564,0.899808154926988,-0.008993616790731518,20
CD4_Tn_SOX4,CD8_CTL_GZMK,0.9136747112276583,0.922696032073956,-0.009021320846297698,12
CD8_Tem_CCR7neg,Switched_Bm_IGHE,0.8542661646612362,0.863548521294083,-0.009282356632846822,13
CD4_Tcm_IFI44L,cMono_CD14,0.84122351885769,0.850681660739472,-0.009458141881782067,6
MAIT_SLC4A10,Switched_Bm_IGHE,0.8448117538828166,0.854339576337118,-0.009527822454301393,10
CD4_Th_TNFRSF11A,gdT2_GZMH,0.9185935806037161,0.930495980916902,-0.011902400313185901,15
CD8_Tem_CCR7neg,Switched_Bm_IGHDneg,0.863648316838656,0.876125800598572,-0.012477483759916086,18
Bn_TCL1A,Switched_Bm_IGHDneg,0.9045713590219215,0.917412368606376,-0.012841009584454444,18
Bn_TCL1A,Mature_NK_dim_FCGR3A,0.8137265215914651,0.82668509406641,-0.012958572474944918,27
CD4_Tcm_IFI44L,CD4_Tfh-like_CXCR5,0.9263619554492287,0.940137709736795,-0.013775754287566278,8
CD4_Tem_CCR7neg,CD4_Tn_LIMS1,0.9257233318618728,0.939641060374351,-0.013917728512478189,8
Bn_TCL1A,CD4_Th1-like_GZMK,0.8687515443108561,0.882836668109022,-0.014085123798165844,29
CD4_Treg_FOXP3,gdT2_IL12RB2,0.9120533726233131,0.927111992735163,-0.015058620111849885,18
CD4_Tcm_IFI44L,CD4_Th1-like_GZMK,0.9259207170934152,0.941204339871699,-0.015283622778283878,8
Atypical_Bm_ITGAX,CD8_CTL_GZMB,0.8167340472183086,0.832722925880978,-0.015988878662669403,11
CD4_CTL_GZMH,Switched_Bm_IGHDneg,0.8415549234111472,0.857665693511041,-0.016110770099893812,9
Bn_TCL1A,cMono_IFI44L,0.7261455957153118,0.743095852214409,-0.016950256499097205,7
CD4_Tn_SOX4,Transitional_NK_GZMK,0.8640445560131583,0.882525864041439,-0.01848130802828063,6
CD8_CTL_GZMK,gdT2_GZMK,0.925739706580245,0.944550084009447,-0.018810377429201997,10
Bn_TCL1A,gdT2_IL12RB2,0.8172048103457936,0.836712802456386,-0.019507992110592398,23
CD4_Th22-like_CCR10,CD8_Tn_CCR7,0.8971183053112839,0.916917908050452,-0.019799602739168143,12
NK_bright_XCL1,Switched_Bm_IGHDneg,0.8180002815583349,0.837839208761507,-0.01983892720317204,6
Atypical_Bm_ITGAX,CD4_Th17-like_RORC,0.8299601747482653,0.850579681121739,-0.02061950637347365,10
Atypical_Bm_ITGAX,CD4_Tfh-like_CXCR5,0.8246629549004103,0.845327890624477,-0.02066493572406669,10
Switched_Bm_IGHDneg,cMono_IL1B,0.7638396088161359,0.7849041493674,-0.021064540551264166,7
CD4_Tcm_IFI44L,CD4_Th_LMNA,0.9234474338721442,0.944580807892292,-0.02113337402014781,8
Atypical_Bm_ITGAX,CD4_Tn_LIMS1,0.8314445708292169,0.852728611558558,-0.02128404072934109,7
Bn_TCL1A,CD4_Treg_FCRL3,0.8152024270165894,0.836548082741213,-0.021345655724623547,20
CD4_Treg_FOXP3,MAIT_SLC4A10,0.8995147389511569,0.920906175871648,-0.02139143692049117,21
CD4_Treg_FOXP3,cMono_CD14,0.8222097149628338,0.8449314561078,-0.022721741144966168,15
CD8_Tn_CCR7,ncMono_IFIT1,0.6602624765765813,0.683545545326326,-0.02328306874974473,5
CD8_Tem_CCR7neg,gdT2_GZMK,0.9183961484648746,0.941928426371936,-0.02353227790706136,10
Bn_TCL1A,cMono_CD14,0.7655964514755673,0.789581220447263,-0.023984768971695658,24
CD4_Tn_CXCR5,CD4_Tn_SOX4,0.9252670114137083,0.950060866605618,-0.024793855191909686,11
CD4_Tn_CXCR5,CD8_Tn_CCR7,0.916252477901665,0.941642762161579,-0.025390284259914075,14
CD4_CTL_GZMH,MK_GP9,0.5973719595604815,0.623314818759455,-0.025942859198973545,7
CD8_CTL_GZMK,CD8_Tem_CCR7neg,0.9362488555020934,0.96223649450575,-0.025987639003656637,26
CD4_Th1-like_GZMK,Switched_Bm_IGHDneg,0.8461821101038136,0.873063406429924,-0.02688129632611036,16
CD4_Tfh-like_CXCR5,ncMono_C1QA,0.7619882850643609,0.789237386445899,-0.027249101381538132,16
CD8_Tem_CCR7neg,Unswitched_Bm_CD1C,0.8414374235283981,0.868791395356525,-0.027353971828126933,13
cMono_CXCL10,gdT2_IL12RB2,0.6955829491376715,0.722944810075561,-0.027361860937889504,5
CD8_CTL_GZMB,Switched_Bm_IGHE,0.8017712962703755,0.829388996942045,-0.027617700671669576,12
CD4_Tcm_IFI44L,CD8_Tcm_IFI44L,0.9170392999065502,0.944814211868052,-0.027774911961501836,8
CD4_Treg_FCRL3,CD4_Treg_FOXP3,0.9104843038329922,0.93863903478277,-0.02815473094977783,18
CD4_Th1-like_GZMK,CD4_Treg_FOXP3,0.9011060383380961,0.929377506204086,-0.028271467865989885,22
CD4_Treg_FCRL3,gdT2_GZMK,0.8775097764711528,0.906632494895637,-0.029122718424484217,9
CD4_Tn_CXCR5,CD4_Treg_FCRL3,0.9285874370388012,0.957746559082895,-0.029159122044093766,14
CD4_Th1-like_GZMK,CD8_Tn_CCR7,0.9134818693016724,0.942642331233812,-0.029160461932139614,38
Switched_Bm_IGHE,cMono_CD14,0.7741547129731785,0.803452091132652,-0.02929737815947353,9
CD4_Tn_LIMS1,Switched_Bm_IGHDneg,0.8570909350126641,0.886782403635073,-0.0296914686224089,8
NK_bright_XCL1,cMono_IL1B,0.7368657063254327,0.767882096871598,-0.03101639054616534,6
Switched_Bm_IGHE,ncMono_C1QA,0.777123572585064,0.808504137315256,-0.03138056473019202,5
CD4_Tfh-like_CXCR5,CD4_Tn_CXCR5,0.923921826502224,0.955327146013001,-0.03140531951077696,14
Terminal_NK_dim_CD160neg,ncMono_FCGR3A,0.7080357954026791,0.739493991805705,-0.03145819640302583,9
CD8_CTL_GZMB,Unswitched_Bm_CD1C,0.8034563481755379,0.834922654184823,-0.03146630600928513,13
CD4_Th_LMNA,NK_bright_XCL1,0.8767203638398089,0.908632990153997,-0.03191262631418812,7
CD8_CTL_GZMB,cMono_IFI44L,0.7353838865363147,0.767299971829951,-0.03191608529363632,8
CD4_Tn_SOX4,MAIT_SLC4A10,0.8688168784108512,0.902364375251949,-0.03354749684109781,11
Atypical_Bm_ITGAX,CD4_CTL_GZMH,0.8092146990807532,0.843009550477209,-0.03379485139645588,7
Terminal_NK_dim_CD160neg,cMono_CD14,0.7196637347238327,0.753850622128467,-0.03418688740463427,9
CD4_Th17-like_RORC,CD4_Tn_CCR7,0.8979404658614842,0.93221870654296,-0.03427824068147578,35
CD4_Tcm_CXCR5,gdT2_GZMH,0.8787056663611319,0.913370812021352,-0.034665145660220054,17
cMono_IL1B,gdT2_GZMH,0.7143033647395667,0.751444620681389,-0.03714125594182227,8
Bn_TCL1A,CD4_Tfh-like_CXCR5,0.8396970357401033,0.876865949814462,-0.03716891407435863,34
CD8_Tem_CCR7neg,ncMono_C1QA,0.7663634461209631,0.803903772980298,-0.03754032685933495,17
CD4_CTL_GZMH,cMono_CD14,0.7951454795370344,0.832736398169807,-0.03759091863277264,12
CD4_Treg_FOXP3,CD8_CTL_GZMB,0.8639705083260251,0.901701374033103,-0.037730865707077954,21
CD4_Th22-like_CCR10,CD4_Tn_CCR7,0.8832210372750852,0.921250477561702,-0.03802944028661681,13
CD4_Tn_CCR7,CD4_Tn_SOX4,0.9011905239092407,0.940358963390457,-0.03916843948121629,12
CD8_Tcm_IFI44L,DC2_CD1C,0.8159671225075693,0.855983105880267,-0.04001598337269774,6
CD4_Th_TNFRSF11A,ncMono_C1QA,0.7772941687688875,0.819192701395881,-0.0418985326269935,10
Bn_TCL1A,ncMono_FCGR3A,0.7575421255733,0.799673723352113,-0.042131597778812924,19
CD4_Tn_LIMS1,Transitional_B_MME,0.8213743755906249,0.863596612453358,-0.042222236862733076,7
CD4_Th1-like_GZMK,CD4_Tn_CCR7,0.8984287492096674,0.941033970744552,-0.04260522153488455,40
CD4_Tn_CXCR5,MAIT_SLC4A10,0.8739334550739549,0.918962558153949,-0.04502910307999408,13
Bn_TCL1A,Transitional_NK_GZMK,0.7718561840958479,0.816896712494409,-0.0450405283985611,14
Unswitched_Bm_CD1C,ncMono_C1QA,0.7725045558902666,0.817843013581248,-0.04533845769098144,6
Switched_Bm_IGHDneg,cMono_IFI44L,0.7569590381898021,0.802524604035378,-0.045565565845575806,6
Transitional_NK_GZMK,ncMono_C1QA,0.7043922070822909,0.750139797682226,-0.04574759059993516,11
CD4_Tn_SOX4,NKT_NCR1,0.817685001353861,0.863437083375764,-0.04575208202190295,11
DC2_CD1C,pDC_IRF4,0.7984306745131579,0.844254322736548,-0.045823648223390134,9
CD4_Th17-like_RORC,CD4_Tn_CXCR5,0.8923130426561682,0.93832491608756,-0.04601187343139179,12
CD4_Tcm_CXCR5,CD4_Th_TNFRSF11A,0.902013199119891,0.94846113479881,-0.04644793567891903,24
CD8_CTL_GZMB,gdT2_GZMK,0.8835770549660847,0.9302159714478,-0.046638916481715254,10
CD4_Tn_LIMS1,ncMono_FCGR3A,0.7861625423574303,0.83309737492894,-0.046934832571509655,7
CD4_Tfh-like_CXCR5,cMono_IFI44L,0.7217733005807037,0.769372263877943,-0.04759896329723934,8
CD4_Tcm_CXCR5,MK_GP9,0.5369087390994794,0.584785017194325,-0.047876278094845515,7
Bn_TCL1A,CD4_Th_LMNA,0.7762166536614201,0.824203032182779,-0.0479863785213589,12
CD4_Tfh-like_CXCR5,CD8_CTL_GZMK,0.8932448148266876,0.941250678551638,-0.048005863724950415,23
CD4_Th17-like_RORC,CD4_Treg_FOXP3,0.8811885190136043,0.929209347003513,-0.0480208279899087,20
Bn_TCL1A,Switched_Bm_IGHE,0.8780867510010861,0.926596323673379,-0.04850957267229283,12
CD4_Treg_FOXP3,NK_bright_XCL1,0.8322916704769697,0.882702053854964,-0.050410383377994306,9
CD4_Tfh-like_CXCR5,CD4_Tn_SOX4,0.878568922540878,0.92900431451005,-0.050435391969172017,12
MAIT_SLC4A10,Transitional_B_MME,0.799428464198368,0.85018850538864,-0.050760041190272,10
Bn_TCL1A,CD8_Tem_CCR7neg,0.8007789034030688,0.851588007079207,-0.05080910367613822,37
CD4_Tcm_CXCR5,Terminal_NK_dim_CD160neg,0.8112824735701174,0.862381042135424,-0.05109856856530659,8
CD4_Th1-like_GZMK,MAIT_SLC4A10,0.9033818031592595,0.954783872143788,-0.05140206898452848,33
CD4_CTL_GZMH,Switched_Bm_IGHE,0.7950852723820597,0.846561306122477,-0.051476033740417315,7
CD4_Th17-like_RORC,ncMono_FCGR3A,0.7650813937344787,0.817283298904576,-0.05220190517009726,15
Switched_Bm_IGHDneg,Switched_activated_Bm_CD86,0.8890190861851903,0.941323562579286,-0.052304476394095634,15
Atypical_Bm_ITGAX,CD4_Th1-like_GZMK,0.8038600323491111,0.856330722501327,-0.05247069015221595,11
CD4_Th_LMNA,CD4_Tn_SOX4,0.8750968577833134,0.928146371961412,-0.05304951417809867,11
CD8_Tn_CCR7,ncMono_FCGR3A,0.7350311109890632,0.788858009247473,-0.053826898258409805,25
CD4_Tfh-like_CXCR5,Switched_Bm_IGHE,0.8032957862115487,0.857320249802752,-0.054024463591203276,11
CD4_Th_LMNA,CD8_Tcm_IFI44L,0.8835429124137585,0.937746786774465,-0.054203874360706505,11
DC2_CD1C,Switched_activated_Bm_CD86,0.7801916729822667,0.834396417699476,-0.054204744717209374,9
CD4_Th17-like_RORC,MAIT_SLC4A10,0.8963779244365044,0.950819841259822,-0.05444191682331756,27
CD4_CTL_GZMH,Unswitched_Bm_CD1C,0.8017814463212111,0.856356133457261,-0.05457468713604996,7
CD4_Treg_FCRL3,CD8_Tem_CCR7neg,0.8693445305595915,0.923997227216732,-0.054652696657140565,25
CD4_Tcm_IFI44L,CD4_Tn_SOX4,0.8910983742893089,0.945801117209175,-0.0547027429198661,8
cMono_CXCL10,pDC_IRF4,0.6800142274405286,0.734736651521483,-0.0547224240809544,5
CD4_Treg_FCRL3,pDC_IRF4,0.7816452421449613,0.836445128668078,-0.054799886523116625,10
Bn_TCL1A,CD4_Th17-like_RORC,0.8189335284305331,0.874034506607029,-0.05510097817649584,25
CD4_Th1-like_GZMK,CD8_CTL_GZMK,0.9042638629559987,0.960059030085745,-0.055795167129746304,22
CD4_Tn_CCR7,NK_bright_XCL1,0.7947313349583874,0.850888710099342,-0.056157375140954535,10
CD4_Th_CCR4,DC2_CD1C,0.7749987420300832,0.831764813765807,-0.05676607173572379,5
CD4_Tn_CCR7,gdT2_IL12RB2,0.841443235246672,0.8992468087617,-0.05780357351502807,30
CD4_Th22-like_CCR10,MAIT_SLC4A10,0.8787447505134971,0.936581305689254,-0.05783655517575692,13
CD4_Th1-like_GZMK,CD8_Tem_CCR7neg,0.8989311645374496,0.956858219353612,-0.05792705481616245,39
CD4_Tfh-like_CXCR5,Switched_Bm_IGHDneg,0.8063780754708835,0.864743515226775,-0.05836543975589148,16
gdT2_GZMK,gdT2_IL12RB2,0.9000960972116612,0.958475255168987,-0.058379157957325845,11
CD4_Th1-like_GZMK,CD4_Th_LMNA,0.8982871535599826,0.956713317866914,-0.05842616430693148,16
CD4_CTL_GZMH,ncMono_FCGR3A,0.7717187626626456,0.830193967508148,-0.05847520484550239,11
MAIT_SLC4A10,Switched_Bm_IGHDneg,0.8009779252691056,0.859879170247541,-0.05890124497843541,15
CD4_CTL_GZMH,CD4_Th_LMNA,0.8624622256863648,0.921730721161756,-0.05926849547539126,10
CD4_Tcm_CXCR5,CD4_Tn_LIMS1,0.8947045206406138,0.954027099624687,-0.059322578984073226,8
CD8_Tn_CCR7,ncMono_C1QA,0.703357958828645,0.76287983870117,-0.059521879872524996,17
Switched_Bm_IGHE,cMono_IL1B,0.7414718614445996,0.802577006864979,-0.06110514542037937,5
CD4_Tfh-like_CXCR5,cMono_IL1B,0.683640759568752,0.744978063993914,-0.06133730442516194,9
Switched_Bm_IGHE,Terminal_NK_dim_CD160neg,0.7610502125653953,0.822460624113191,-0.061410411547795696,5
CD4_Tn_LIMS1,pDC_IRF4,0.7686479960445117,0.830079460570348,-0.061431464525836255,6
CD4_Tfh-like_CXCR5,Transitional_B_MME,0.7923039021275561,0.853919129685147,-0.06161522755759097,12
cMono_IFI44L,ncMono_FCGR3A,0.8482079620501609,0.910229098664179,-0.06202113661401809,9
CD4_Th17-like_RORC,CD4_Th_LMNA,0.8979578983616205,0.96069556489977,-0.0627376665381495,17
Mature_NK_dim_FCGR3A,Transitional_B_MME,0.7508221369130267,0.814067870210107,-0.06324573329708028,11
gdT2_GZMH,pre-Switched_Bm_JAM3,0.7780196242956136,0.841374703164259,-0.06335507886864544,9
Transitional_B_MME,gdT2_IL12RB2,0.7603614440686699,0.824928835022943,-0.06456739095427311,10
CD4_Tn_LIMS1,Switched_Bm_IGHE,0.8152874536183023,0.879956160837531,-0.06466870721922868,7
CD4_Th22-like_CCR10,CD8_CTL_GZMK,0.8815313361338727,0.946340014697967,-0.06480867856409434,11
CD4_Th22-like_CCR10,CD8_Tem_CCR7neg,0.8701547570264108,0.93525214762146,-0.06509739059504926,12
CD4_CTL_GZMH,CD4_Treg_FOXP3,0.8514227243685708,0.916536999116945,-0.06511427474837417,11
CD4_Th1-like_GZMK,ncMono_C1QA,0.7411494964489257,0.806265574676762,-0.06511607822783627,15
CD4_Th_LMNA,CD8_CTL_GZMK,0.8839710706008637,0.949323438518625,-0.06535236791776133,14
Unswitched_Bm_CD1C,cMono_IL1B,0.7307140856737372,0.796122191250682,-0.06540810557694476,6
Bn_TCL1A,cMono_IL1B,0.665458765410557,0.731331590975815,-0.06587282556525798,8
CD4_Th17-like_RORC,intMono_GFRA2,0.6989914090571803,0.76533991794306,-0.06634850888587973,5
CD4_Tn_CXCR5,Transitional_B_MME,0.802483852772832,0.87057256115011,-0.06808870837727798,7
CD4_Tfh-like_CXCR5,intMono_GFRA2,0.6632058613822576,0.731557917481672,-0.06835205609941442,5
CD4_Tcm_IFI44L,CD8_Tem_CCR7neg,0.8581448908005089,0.926903216598012,-0.06875832579750307,8
CD4_Th_TNFRSF11A,cMono_IFI44L,0.7362238758766905,0.805624667690475,-0.06940079181378456,6
CD4_Tn_CCR7,Transitional_NK_GZMK,0.7751383604356357,0.844819543902259,-0.06968118346662333,17
CD4_Tn_CXCR5,CD8_CTL_GZMK,0.8666271928513538,0.936805874849069,-0.07017868199771515,13
CD4_CTL_GZMH,CD4_Treg_FCRL3,0.8237873083749849,0.894573211449115,-0.07078590307413002,11
CD4_Tn_SOX4,gdT2_IL12RB2,0.8340278034468797,0.905517202485096,-0.07148939903821638,10
CD4_Th17-like_RORC,Switched_Bm_IGHE,0.7932208441556321,0.865101327300667,-0.07188048314503492,10
CD4_Th1-like_GZMK,Transitional_B_MME,0.7929015409118675,0.865180059900082,-0.07227851898821447,12
CD4_Tfh-like_CXCR5,CD4_Th_LMNA,0.8785704891039344,0.95123952261121,-0.0726690335072756,16
cMono_IFI44L,cMono_IL1B,0.8931829426223612,0.965932638620385,-0.07274969599802383,11
CD4_Tn_CCR7,CD4_Tn_CXCR5,0.8686011190507409,0.941733601477471,-0.0731324824267301,14
CD4_Th_CCR4,NKT_NCR1,0.799084857563957,0.872365863937914,-0.07328100637395707,10
ncMono_C1QA,pre-Switched_Bm_JAM3,0.7365683019157386,0.810001072468928,-0.07343277055318942,7
Proliferative_NK_MKI67,cMono_CD14,0.6774603477861963,0.75095560667526,-0.07349525888906361,6
Transitional_NK_GZMK,pDC_IRF4,0.6678071033357151,0.741365154690865,-0.07355805135514981,8
CD8_CTL_GZMB,CD8_CTL_GZMK,0.8591566253483676,0.933249998236967,-0.07409337288859941,24
CD4_Tn_CCR7,CD8_CTL_GZMB,0.8107007594495906,0.885156480788012,-0.07445572133842138,51
CD8_CTL_GZMB,NKT_NCR1,0.889853632663737,0.964502702984168,-0.074649070320431,43
CD4_Tfh-like_CXCR5,CD4_Tn_CCR7,0.8846126729386957,0.959632457746693,-0.07501978480799731,52
CD4_CTL_GZMH,NK_bright_XCL1,0.8259519400405214,0.901520621055771,-0.0755686810152496,8
MAIT_SLC4A10,intMono_GFRA2,0.6635815218791402,0.739262641951005,-0.07568112007186478,5
CD4_Tn_SOX4,CD8_Tn_CCR7,0.8670312991395775,0.943181572201732,-0.0761502730621545,13
CD4_Tfh-like_CXCR5,CD4_Treg_FOXP3,0.8625124739604322,0.939389136493527,-0.07687666253309478,22
CD8_Tn_CCR7,Transitional_B_MME,0.7807802820326806,0.857736559412013,-0.07695627737933242,12
CD4_Tn_CCR7,CD8_Tem_CCR7neg,0.8427436785057003,0.919952303709242,-0.07720862520354166,53
MAIT_SLC4A10,ncMono_FCGR3A,0.7105846221797729,0.787885456218272,-0.07730083403849908,19
CD4_Tem_CCR7neg,gdT2_GZMH,0.8447990586640015,0.922572102475286,-0.07777304381128447,17
CD4_Tn_LIMS1,CD8_CTL_GZMB,0.7983538646184687,0.876315141772045,-0.07796127715357626,8
Switched_activated_Bm_CD86,gdT2_IL12RB2,0.7720309639931764,0.850652050375982,-0.07862108638280563,17
CD4_Th17-like_RORC,CD8_Tn_CCR7,0.856203001673919,0.934984312207517,-0.07878131053359794,33
cMono_CD14,cMono_IL1B,0.8824936079192911,0.961355327482138,-0.07886171956284693,13
CD4_Th1-like_GZMK,CD4_Treg_FCRL3,0.8442258375263635,0.92371857796517,-0.0794927404388065,23
CD4_Th1-like_GZMK,Switched_Bm_IGHE,0.7822225486059441,0.861879042446736,-0.07965649384079188,12
CD4_Th22-like_CCR10,CD4_Tn_CXCR5,0.8556237419536851,0.935388525264639,-0.07976478331095394,9
CD4_Th1-like_GZMK,CD4_Tn_CXCR5,0.8632030792664444,0.943528470602653,-0.08032539133620864,14
CD8_CTL_GZMB,ncMono_C1QA,0.7139388083561147,0.794290804398506,-0.0803519960423913,18
CD4_Tem_CCR7neg,pre-Switched_Bm_JAM3,0.773507114707519,0.854663375371953,-0.08115626066443404,12
MAIT_SLC4A10,gdT2_IL12RB2,0.8830756967233137,0.964272590913378,-0.08119689419006437,30
CD4_Th17-like_RORC,CD8_Tem_CCR7neg,0.8599854556219869,0.941216105291759,-0.08123064966977211,31
CD4_Tfh-like_CXCR5,Transitional_NK_GZMK,0.8024991191490944,0.883873439973367,-0.08137432082427254,16
Mature_NK_dim_FCGR3A,cMono_IL1B,0.6562897493289153,0.737959719613576,-0.08166997028466072,9
CD4_Tfh-like_CXCR5,CD8_Tem_CCR7neg,0.8672160771669163,0.949661439764611,-0.08244536259769475,45
CD4_Th_LMNA,Unswitched_Bm_CD1C,0.8080738008007743,0.890749866619682,-0.08267606581890774,9
CD4_Treg_FCRL3,CD8_Tn_CCR7,0.8635456394961687,0.946350659316687,-0.08280501982051836,25
Mature_NK_dim_FCGR3A,Transitional_NK_GZMK,0.8739312616826347,0.956764128343979,-0.08283286666134426,19
CD8_CTL_GZMK,Switched_activated_Bm_CD86,0.7985274429687821,0.881955478989926,-0.0834280360211439,17
Bn_TCL1A,NKT_NCR1,0.7445221685747553,0.828444638748486,-0.08392247017373067,23
cMono_IL1B,pre-Switched_Bm_JAM3,0.7065248365352608,0.790499076470488,-0.08397423993522724,7
CD4_CTL_GZMH,CD4_Tn_CXCR5,0.8154836434815794,0.899746914732469,-0.08426327125088962,7
Bn_TCL1A,CD4_Tn_CCR7,0.7540289809485305,0.838313671670351,-0.08428469072182043,38
CD4_Th_CCR4,Mature_NK_dim_FCGR3A,0.7792182079669151,0.864778035222057,-0.08555982725514188,12
CD4_Tn_CCR7,Switched_activated_Bm_CD86,0.7537806579118325,0.840285649878776,-0.0865049919669435,21
DC2_CD1C,Proliferative_NK_MKI67,0.6491930652552176,0.735764799932451,-0.08657173467723345,5
Switched_Bm_IGHDneg,Transitional_NK_GZMK,0.770564832108438,0.857250153164046,-0.086685321055608,10
CD4_Th_LMNA,CD4_Tn_CCR7,0.8427451631610674,0.93001373773665,-0.08726857457558257,16
CD4_Tem_CCR7neg,CD4_Th_TNFRSF11A,0.8610741484633079,0.948566063544424,-0.08749191508111609,22
CD8_Tcm_IFI44L,Switched_activated_Bm_CD86,0.8054766386073378,0.894668685185249,-0.08919204657791124,14
CD8_Tn_CCR7,gdT2_IL12RB2,0.8221732159252568,0.911541509272023,-0.08936829334676621,28
CD4_Tn_SOX4,CD4_Treg_FCRL3,0.8542094097934109,0.943941621999857,-0.08973221220644612,12
cMono_IL1B,ncMono_FCGR3A,0.8252238179423549,0.915179290919546,-0.08995547297719109,10
CD8_CTL_GZMK,CD8_Tn_CCR7,0.8234460558557937,0.913485783123222,-0.09003972726742837,25
CD4_Treg_FCRL3,Mature_NK_dim_FCGR3A,0.7870541026035481,0.877180751411287,-0.09012664880773891,21
Atypical_Bm_ITGAX,CD8_Tcm_IFI44L,0.7581085930994498,0.849184668474445,-0.09107607537499518,8
CD4_Th22-like_CCR10,Mature_NK_dim_FCGR3A,0.7973436266358329,0.888756688937583,-0.09141306230175006,10
Bn_TCL1A,Unswitched_Bm_CD1C,0.8482548520675495,0.939716596451089,-0.09146174438353949,14
CD4_Th22-like_CCR10,Unswitched_Bm_CD1C,0.7855687237860948,0.878016927978447,-0.09244820419235222,7
CD4_Tfh-like_CXCR5,NK_bright_XCL1,0.7829726943577561,0.875459402525969,-0.09248670816821292,10
CD4_Tem_CCR7neg,cMono_IFI44L,0.7067772143549055,0.79970186075676,-0.0929246464018545,8
CD4_Th_CCR4,ncMono_FCGR3A,0.7593410071054812,0.852613235896006,-0.09327222879052477,9
CD8_Tn_CCR7,Transitional_NK_GZMK,0.7684323216967542,0.861909081702763,-0.0934767600060088,18
CD8_Tn_CCR7,MAIT_SLC4A10,0.8287377467237191,0.922267843410725,-0.09353009668700585,38
CD4_Treg_FOXP3,Switched_activated_Bm_CD86,0.7952170798248461,0.889073686747949,-0.09385660692310283,13
Atypical_Bm_ITGAX,Bn_TCL1A,0.8283962173710333,0.922303461898519,-0.09390724452748567,12
Mature_NK_dim_FCGR3A,Switched_activated_Bm_CD86,0.7304189647682615,0.824546463055177,-0.09412749828691547,17
Atypical_Bm_ITGAX,CD4_Th_LMNA,0.754078516266729,0.848211310148909,-0.0941327938821801,9
CD8_Tem_CCR7neg,cMono_CD14,0.7429020973802128,0.837785063677814,-0.09488296629760118,33
Bn_TCL1A,CD4_CTL_GZMH,0.7276903879667278,0.822735101259719,-0.09504471329299125,11
CD8_Tn_CCR7,NK_bright_XCL1,0.7705185085818024,0.86585049681581,-0.09533198823400757,10
CD4_Th22-like_CCR10,CD8_CTL_GZMB,0.814493152805748,0.909908249195598,-0.09541509638985002,12
CD8_CTL_GZMB,CD8_Tem_CCR7neg,0.860743445575044,0.956618394298422,-0.09587494872337798,49
CD4_Th1-like_GZMK,CD8_CTL_GZMB,0.8328763836337427,0.929260074592006,-0.09638369095826327,38
CD4_Th17-like_RORC,CD8_CTL_GZMB,0.8172621313618557,0.914272298369668,-0.09701016700781229,30
CD4_Tfh-like_CXCR5,Mature_NK_dim_FCGR3A,0.7849076642554518,0.882443669552373,-0.09753600529692119,34
CD4_Th1-like_GZMK,CD4_Tn_SOX4,0.8200964460393286,0.917696745595917,-0.09760029955658833,12
CD4_Th1-like_GZMK,gdT2_IL12RB2,0.8576014787414863,0.955260887065575,-0.0976594083240887,27
CD4_Tcm_CXCR5,CD4_Tem_CCR7neg,0.8624164071913616,0.960450895007251,-0.09803448781588942,27
