,Atypical_Bm_ITGAX,Bn_IFIT3,Bn_IL6,Bn_TCL1A,CD4_CTL_GZMH,CD4_Tcm_CXCR5,CD4_Tcm_IFI44L,CD4_Tem_CCR7neg,CD4_Tfh-like_CXCR5,CD4_Th1-like_GZMK,CD4_Th17-like_RORC,CD4_Th22-like_CCR10,CD4_Th_CCR4,CD4_Th_CR1,CD4_Th_LMNA,CD4_Th_TNFRSF11A,CD4_Tn_CCR7,CD4_Tn_CXCR5,CD4_Tn_LIMS1,CD4_Tn_SOX4,CD4_Tr1_IL10,CD4_Treg_FCRL3,CD4_Treg_FOXP3,CD8_CTL_GZMB,CD8_CTL_GZMK,CD8_CTL_IFI44L,CD8_Tcm_IFI44L,CD8_Tem_CCR7neg,CD8_Tn_CCR7,CD8_Tn_SOX4,DC1_CLEC9A,DC2_CD1C,DC_CSF2RA,HSPC_CD34,ILC2_IL2RA,Immature_T_CABP4,MAIT_SLC4A10,MK_GP9,Mature_NK_dim_FCGR3A,NKT_IFNG,NKT_NCR1,NK_bright_XCL1,Plasma_IGHA1,Plasma_IGHG1,Plasmablast_MKI67,Proliferative_NK_MKI67,Proliferative_T_MKI67,Switched_Bm_IGHDneg,Switched_Bm_IGHE,Switched_activated_Bm_CD86,Terminal_NK_dim_CD160neg,Transitional_B_MME,Transitional_NK_GZMK,Unswitched_Bm_CD1C,Unswitched_Bm_IL6,cMono_CD14,cMono_CXCL10,cMono_IFI44L,cMono_IL1B,gdT1_TRDV1,gdT2_GZMH,gdT2_GZMK,gdT2_IL12RB2,intMono_GFRA2,ncMono_C1QA,ncMono_FCGR3A,ncMono_IFIT1,pDC_IRF4,pre-Switched_Bm_JAM3
CD4_Th17-like_RORC,0.850579681121739,0.783904342327015,0.808108042024333,0.874034506607029,0.928176976442234,0.943142749387001,0.938658752807632,0.959856699027939,0.0,0.0,1.0,0.0,0.941594729829518,0.895380521048104,0.96069556489977,0.952401196378393,0.93221870654296,0.93832491608756,0.931103125567763,0.91635602863079,0.0,0.922085793171367,0.929209347003513,0.914272298369668,0.94724264854192,0.90194391558645,0.932569930257539,0.941216105291759,0.934984312207517,0.890669921861099,0.798630406359498,0.842013440486716,0.793585531283072,0.811365289263428,0.876307302042407,0.0,0.950819841259822,0.587876786099636,0.89511262251264,0.881079176623831,0.911619993320446,0.891229228018233,0.815752209007273,0.821896496192348,0.736507293964448,0.846566774099186,0.880966777795747,0.872277415918472,0.865101327300667,0.875879775139303,0.877356719795346,0.859772746438095,0.902413761955235,0.861752125651361,0.824696197870529,0.83796054754531,0.751288795242733,0.79979066989584,0.774962893001281,0.896934231316526,0.926118461384429,0.925194364183056,0.946404726692688,0.76533991794306,0.815061393547148,0.817283298904576,0.748114320796152,0.825347736597319,0.0
CD4_Th22-like_CCR10,0.860983880752777,0.860411248692463,0.855469309254377,0.872738813038454,0.93446920422411,0.945054210883952,0.93998830683175,0.950178056754832,0.0,0.0,0.0,1.0,0.950611515817779,0.911184477398698,0.965200483658291,0.95942133909339,0.921250477561702,0.935388525264639,0.932510465483778,0.921431394215297,0.0,0.932880107709625,0.942285935457946,0.909908249195598,0.946340014697967,0.929217217074942,0.926395057861844,0.93525214762146,0.916917908050452,0.912060371746862,0.8079093684398,0.855330980738656,0.805273691707649,0.832137205138223,0.914477697147201,0.0,0.936581305689254,0.683989466720421,0.888756688937583,0.897826726203755,0.897478140252923,0.904704256401265,0.83689413452015,0.840767727434366,0.728938240493077,0.871344682882506,0.89553548843824,0.884314088264063,0.878577559326592,0.882077960724169,0.876163122410595,0.868847664785613,0.906816082219991,0.878016927978447,0.836555742612248,0.85076274251156,0.810573716977551,0.838487856494576,0.818088527225995,0.910348944373065,0.926491975803675,0.929925846835432,0.935374298862721,0.816138281270505,0.846890716206061,0.853362538809652,0.814142305203478,0.835464774728453,0.0
CD4_Th_CCR4,0.859490077099999,0.829073169074047,0.8280923150841,0.820734101431422,0.909241697711394,0.944108796200079,0.936952009720838,0.94546954589769,0.941881380459197,0.941286650844939,0.941594729829518,0.950611515817779,1.0,0.899826130905297,0.942625251177024,0.937833750435277,0.911450437604055,0.92893716788055,0.922779975330091,0.907764294207552,0.889221141533229,0.924990010749246,0.931685368564314,0.883819989461674,0.921908876788448,0.914920889231094,0.907130726146784,0.913875913555706,0.904519673236953,0.910557418795113,0.815187342343815,0.831764813765807,0.80688302531712,0.85488522374112,0.879230368506609,0.865110360536198,0.911981882215333,0.655325258983663,0.864778035222057,0.873040366982349,0.872365863937914,0.891106294817131,0.833201240331584,0.839480154237877,0.80719246237185,0.84583599525718,0.874979295434857,0.875024133861801,0.874170076109012,0.87877600862068,0.860003110711869,0.868338206155975,0.888308849637006,0.860460600002423,0.862920898801364,0.836637956450716,0.818868367409039,0.835469673228018,0.814214079592484,0.905863086663716,0.899408851437934,0.916300997121776,0.910424737115477,0.804092997119434,0.846799319779808,0.852613235896006,0.818056101989449,0.810212851746587,0.847287048136695
CD4_Th_CR1,0.859131040521524,0.864757792445351,0.831505906936513,0.805091271181398,0.858665818285784,0.927071609711893,0.925997858756024,0.90624496704293,0.909371440661288,0.920466077082618,0.895380521048104,0.911184477398698,0.899826130905297,1.0,0.720583291911169,0.725681820741361,0.731152691450725,0.748475230041033,0.751271071102391,0.738151850457987,0.878645733577186,0.743043043582879,0.715674445475037,0.706704772825482,0.721767227090717,0.779116702281731,0.724982075032102,0.723713961164534,0.725952897528882,0.788819627809723,0.638426825337899,0.659581828540059,0.737505645060952,0.629488689917327,0.721815205542708,0.816623090462189,0.711995825966678,0.587660202666071,0.699827878025741,0.770947974519436,0.704288562852609,0.714244430813272,0.657500012076136,0.65078196233105,0.658766118948148,0.714697076419945,0.648156423195386,0.699264370247265,0.706446378705509,0.687414422652692,0.697436786006562,0.69638217394966,0.677740383798423,0.702288417519061,0.740915141137629,0.699516817636163,0.679654605588592,0.716163593363585,0.697847705788285,0.727047492422521,0.690293297549095,0.734451936016674,0.728286581753828,0.696013215888948,0.6539385465401,0.676259218787999,0.634542923772854,0.63369985620235,0.85732172492128
CD4_Th_LMNA,0.848211310148909,0.79668482545198,0.799399393330007,0.824203032182779,0.921730721161756,0.952741923074471,0.944580807892292,0.956172724309737,0.95123952261121,0.956713317866914,0.96069556489977,0.965200483658291,0.942625251177024,0.720583291911169,1.0,0.970989694836395,0.93001373773665,0.951143947862187,0.944815277068659,0.928146371961412,0.900537389680871,0.944415200641276,0.944621431522317,0.913075664484163,0.949323438518625,0.897185227562142,0.937746786774465,0.938140582642762,0.928596890286848,0.91629171646428,0.817401259688421,0.850107483814275,0.801548017981075,0.832365170566534,0.86315374593985,0.868102861617702,0.943043601355203,0.654305303581578,0.894896761900476,0.915471648476503,0.900073509643366,0.908632990153997,0.849753326545502,0.846859088414619,0.77881112609562,0.866089544345501,0.891925841348947,0.891243032654945,0.890977504462304,0.89341133868735,0.883823518708955,0.879102012935763,0.908938679107466,0.890749866619682,0.87692412720847,0.841887023022048,0.795436052252118,0.824856689753384,0.80881878636684,0.91485610247625,0.926931331332261,0.937277460170033,0.935766398948112,0.801025627429992,0.828331408736616,0.836646106769369,0.786554982616375,0.832084130086522,0.848271886612589
CD4_Th_TNFRSF11A,0.851704432780863,0.802783578308149,0.807292427256077,0.835604926661072,0.92394477546609,0.94846113479881,0.946774527424302,0.948566063544424,0.948245565754567,0.950520650243476,0.952401196378393,0.95942133909339,0.937833750435277,0.725681820741361,0.970989694836395,1.0,0.936790999690312,0.951957742692089,0.944894035897937,0.933773580569771,0.897538709180343,0.931218502786673,0.932656156800956,0.90776836990565,0.951719250849855,0.882054895106215,0.941638283237504,0.938164555655024,0.936568025157558,0.916337016549116,0.799283403154105,0.839313805799308,0.795576876037421,0.823050811831256,0.906917540632506,0.869200137025793,0.938585084706995,0.621161906322897,0.886111181440423,0.906765107354834,0.904325471689237,0.911690855568107,0.824818492436604,0.840618405018937,0.741741423305635,0.857318881515656,0.886201914780805,0.889549598485513,0.888040081507079,0.891970450509247,0.88037010611395,0.883223655429476,0.910975582495941,0.888086947413732,0.838645127314987,0.840018758526228,0.764427034631234,0.805624667690475,0.783640993476213,0.90788993303471,0.930495980916902,0.929287054822716,0.946003075398766,0.779476118844827,0.819192701395881,0.813742424154687,0.751356821400077,0.822211095650059,0.861350827725379
CD4_Tn_CCR7,0.838846175253001,0.738890388250699,0.776910429493455,0.838313671670351,0.888157679964969,0.95476653576924,0.938343382447417,0.951127245011342,0.959632457746693,0.941033970744552,0.93221870654296,0.921250477561702,0.911450437604055,0.731152691450725,0.93001373773665,0.936790999690312,1.0,0.941733601477471,0.927227774607265,0.940358963390457,0.895158106381952,0.926534425319584,0.896124240978815,0.885156480788012,0.906211210633906,0.846104211088668,0.941852213767137,0.919952303709242,0.975479209035754,0.91018781268891,0.737398046505574,0.779387661006077,0.779932484708974,0.798460846462589,0.848190133108994,0.889837874355147,0.901187336458365,0.479908856276808,0.85322745071183,0.823939385077421,0.861541930373718,0.850888710099342,0.75876443155878,0.754587364768767,0.692732873976112,0.771231841843371,0.823621892307449,0.844877006943776,0.835438048408614,0.840285649878776,0.831947613133803,0.840898245424708,0.844819543902259,0.841131700434369,0.801222011386163,0.794840363897414,0.674792237616019,0.727759139148158,0.713011358980675,0.899734584210209,0.878278096089173,0.876739066435936,0.8992468087617,0.697946699143832,0.745909975023388,0.761056852605451,0.680493173870245,0.787554258838109,0.843478965335411
CD4_Tn_CXCR5,0.845065967235676,0.807201771805435,0.805146728179588,0.824100706460526,0.899746914732469,0.965534623682969,0.955544331172993,0.951752690271539,0.955327146013001,0.943528470602653,0.93832491608756,0.935388525264639,0.92893716788055,0.748475230041033,0.951143947862187,0.951957742692089,0.941733601477471,1.0,0.953916483551566,0.950060866605618,0.893681293365847,0.957746559082895,0.937755967382191,0.894945144227013,0.936805874849069,0.89058078527734,0.945819705308339,0.925290969745851,0.941642762161579,0.928661765899615,0.816737761622646,0.826070170539143,0.819444314791762,0.847727047596377,0.890276884252042,0.88991188906268,0.918962558153949,0.614053847550012,0.875697311654638,0.882647955488377,0.878321625492684,0.889758477630327,0.825970398771806,0.812265348813225,0.736077547323375,0.848007051398926,0.863706212684101,0.881434182676846,0.880197121035324,0.874307612470642,0.871062290532898,0.87057256115011,0.891921206860177,0.879736509811009,0.862866409596509,0.837793335088835,0.771843080473865,0.817281486823681,0.79592843111444,0.921426010369352,0.902178034011388,0.907683513270851,0.919181949947053,0.783735720084221,0.815196830636085,0.814115972800444,0.759254862067515,0.819762025403732,0.858456643526069
CD4_Tn_LIMS1,0.852728611558558,0.795855775196264,0.821603688879505,0.820024277490293,0.88515481779224,0.954027099624687,0.951444816237674,0.939641060374351,0.939408582857968,0.928768156417764,0.931103125567763,0.932510465483778,0.922779975330091,0.751271071102391,0.944815277068659,0.944894035897937,0.927227774607265,0.953916483551566,1.0,0.944032500391823,0.890411766967598,0.935694145945476,0.927939543584624,0.876315141772045,0.921076373113936,0.916291753173923,0.931132235031337,0.911383827775408,0.926561786348217,0.941772918771482,0.853220459461012,0.839206978807886,0.84379664985852,0.844040196205213,0.899409843901589,0.883596480302448,0.903166570518477,0.675142914647866,0.871936277012447,0.867770715841594,0.864381266029237,0.892534045618413,0.856394637263524,0.833982001749289,0.741277673116816,0.846824058403142,0.872393200280391,0.886782403635073,0.879956160837531,0.873185588288602,0.851837917568559,0.863596612453358,0.882287337008107,0.882908337025194,0.872134332925153,0.847313944270334,0.808965930295165,0.847464252634612,0.830573395916865,0.913772537066425,0.890666487422718,0.890197485568615,0.907403706379164,0.817382511260841,0.833570008113692,0.83309737492894,0.805191200139164,0.830079460570348,0.850840478324281
CD4_Tn_SOX4,0.852305403334726,0.758770095959369,0.783539983323647,0.812248532632373,0.876413165384764,0.939592789833012,0.945801117209175,0.926631607062219,0.92900431451005,0.917696745595917,0.91635602863079,0.921431394215297,0.907764294207552,0.738151850457987,0.928146371961412,0.933773580569771,0.940358963390457,0.950060866605618,0.944032500391823,1.0,0.890097847050295,0.943941621999857,0.921398772032118,0.877305906136077,0.922696032073956,0.890937002338176,0.944238651542251,0.910854357856216,0.943181572201732,0.952625510767764,0.831055232894911,0.826130157682379,0.841229806488399,0.847146364826458,0.923912372960787,0.877294892525692,0.902364375251949,0.65029484284395,0.86498289287992,0.85188204211841,0.863437083375764,0.889663408033249,0.838371415275797,0.853584705310771,0.726689439529476,0.827793967765526,0.857000619136651,0.877370624477692,0.881358740735055,0.868743589554424,0.861223979097332,0.872980689948266,0.882525864041439,0.884751186894224,0.866869226120885,0.824811060999153,0.798282612588079,0.810394597487968,0.79249852269034,0.924428457602016,0.896963092020767,0.896931486614086,0.905517202485096,0.795834234588529,0.804160074016549,0.816240470307266,0.782967506770525,0.831667079440001,0.842208784250934
CD4_Tr1_IL10,0.838450869548923,0.866174084869589,0.83839841504433,0.846670459706316,0.881806366939294,0.900660644452666,0.895913277739031,0.900307477520274,0.0,0.0,0.0,0.0,0.889221141533229,0.878645733577186,0.900537389680871,0.897538709180343,0.895158106381952,0.893681293365847,0.890411766967598,0.890097847050295,1.0,0.895861168700707,0.896255317348883,0.878451632784623,0.894790367423103,0.921611206018385,0.898358971932193,0.891394517618619,0.894367035627987,0.908463476121605,0.772543077058874,0.827685756083524,0.81677633993179,0.799961226953976,0.935040430924721,0.0,0.881046576317159,0.715583318702128,0.863890605660228,0.911479772303205,0.869127615836196,0.863654902280924,0.841715670807983,0.830759416415165,0.727636079983615,0.860454421319251,0.857129671292052,0.849491223636086,0.844483968612266,0.841529944329903,0.847520354290548,0.854813562930738,0.871382924703617,0.854317668613903,0.851841935095422,0.835027041027935,0.780642899339271,0.822379114173002,0.821698201117071,0.891474255699942,0.879571016418444,0.873533517321764,0.889977888577666,0.808311207731864,0.820133598927495,0.828729271792575,0.785010821912108,0.809571241352712,0.0
CD4_Treg_FCRL3,0.835780026704183,0.786673205418049,0.79905128888886,0.836548082741213,0.894573211449115,0.945013691971983,0.946438181311474,0.929526585154859,0.935585575286232,0.92371857796517,0.922085793171367,0.932880107709625,0.924990010749246,0.743043043582879,0.944415200641276,0.931218502786673,0.926534425319584,0.957746559082895,0.935694145945476,0.943941621999857,0.895861168700707,1.0,0.93863903478277,0.888105953944842,0.938133085960841,0.887972512617115,0.948390587161419,0.923997227216732,0.946350659316687,0.932077485040204,0.817891722296136,0.827805487019978,0.822570791757006,0.843247481015969,0.862523097481332,0.885209176027519,0.914114556620037,0.600093576124677,0.877180751411287,0.874911726316984,0.889932085630537,0.901071177288466,0.82591290717704,0.817786247763475,0.734265656751901,0.825667092747859,0.867218724730106,0.886610748672025,0.883749942470894,0.882261687120196,0.871627362044986,0.8756467751565,0.893771737957407,0.880668005936814,0.859766945116739,0.830211281789359,0.737597279536214,0.789414002727384,0.779010651076111,0.925071624490207,0.907986056249345,0.906632494895637,0.926909477587344,0.767445186926483,0.7980278628287,0.79452484258894,0.732493732936144,0.836445128668078,0.858975319274712
