,AS_DC,Atypical_Bm_ITGAX,Bn_IFIT3,Bn_TCL1A,CD4_CTL_GZMH,CD4_Tcm_CXCR5,CD4_Tcm_IFI44L,CD4_Tem_CCR5,CD4_Tem_CCR7neg,CD4_Tfh-like_CXCR5,CD4_Th1-like_GZMK,CD4_Th17-like_RORC,CD4_Th22-like_CCR10,CD4_Th_CCR4,CD4_Th_LMNA,CD4_Th_TNFRSF11A,CD4_Tn_CCR7,CD4_Tr1_IL10,CD4_Treg_FCRL3,CD4_Treg_FOXP3,CD8_CTL_GZMB,CD8_CTL_GZMK,CD8_CTL_IFI44L,CD8_Tcm_IFI44L,CD8_Tem_CCR7neg,CD8_Tn_CCR7,DC1_CLEC9A,DC2_CD1C,DC_CSF2RA,HSPC_CD34,ILC2_IL2RA,MAIT_SLC4A10,Mature_NK_dim_FCGR3A,NKT_NCR1,NK_bright_XCL1,Plasma_IGHA1,Plasma_IGHG1,Plasmablast_MKI67,Proliferative_NK_MKI67,Proliferative_T_MKI67,Switched_Bm_IGHDneg,Switched_Bm_IGHE,Switched_activated_Bm_CD86,Terminal_NK_dim_CD160neg,Transitional_B_MME,Transitional_NK_GZMK,Unswitched_Bm_CD1C,cMono_CD14,cMono_CXCL10,cMono_IFI44L,cMono_IL1B,gdT1_TRDV1,gdT2_GZMH,gdT2_GZMK,gdT2_IL12RB2,intMono_GFRA2,ncMono_C1QA,ncMono_FCGR3A,ncMono_IFIT1,pDC_IRF4,pre-Switched_Bm_JAM3
GATA1_+,1.387028884917222e-05,0.0,1.7016472661460955e-06,2.98440055531148e-07,1.1012505696567124e-06,1.2899590086361216e-06,1.935690513166988e-07,6.3006356150215955e-06,3.2074689953881703e-06,1.881792297206627e-06,2.7207948686315574e-06,8.236525593183807e-06,8.476241025529582e-07,8.209649607526815e-08,3.4968085986131957e-06,1.5379509620607887e-06,1.2554516575857999e-05,1.0325613430144205e-05,6.38962295574191e-08,1.2452517165080193e-07,5.858720983973155e-07,2.9640854324362896e-07,6.404505967727426e-06,8.722824386455627e-07,1.1744798864386523e-06,5.530176789389981e-06,2.0159867905075534e-05,7.586364600296675e-07,4.0785281251787446e-06,0.0019067716095583767,8.915285376352673e-05,1.7588608733356407e-06,7.993724396200154e-07,3.5963756109669265e-06,6.729795658539761e-06,4.81644855416859e-06,8.424766950467301e-06,1.0551212275593405e-05,8.437692840995827e-06,1.7382492216893718e-06,0.0,4.7876625126228465e-08,0.0,1.985578132878793e-07,9.280972643753567e-07,9.381024798115078e-07,0.0,2.1675447935838552e-08,2.0146217688138648e-06,4.6115282846437534e-07,2.195071734260225e-07,2.2819340175601435e-06,5.531647115446699e-07,4.866316969288125e-06,3.4115541313326825e-07,7.028176979216325e-07,0.0,1.5618454911125552e-08,7.291485611996698e-07,1.3303193621554629e-06,2.1784471257131937e-07
GATA2_+,1.252769908852229e-05,2.9968614737385536e-07,6.360947260061077e-07,1.4339907027610605e-07,1.046025214734611e-06,1.228185916293393e-06,1.7019395986483946e-07,6.406178045397233e-06,3.045153948305281e-06,1.7936929124581923e-06,2.594325082757854e-06,8.027446379669892e-06,8.059373093187128e-07,7.822043668539918e-08,3.3335049518651482e-06,1.4670772174469585e-06,1.1910749311436959e-05,9.54595008974354e-06,0.0,1.1869314705518164e-07,5.285578609471069e-07,2.828901840038678e-07,5.704357969866562e-06,1.2003232277103803e-06,1.1221350141770504e-06,5.260830188746882e-06,1.1704743449275619e-05,6.50687181515667e-07,3.8033130607856112e-06,0.001890002518691135,0.00017374302464272763,1.677881547397218e-06,7.566574944721941e-07,3.3934612794039954e-06,6.9511019859853815e-06,5.283359529071738e-06,8.782466050104318e-06,1.0724225933557825e-05,7.86944814834066e-06,1.6567104093136552e-06,1.0723160744740077e-07,2.387448232544619e-07,3.446234113284545e-07,1.8914576884643115e-07,9.50045690943508e-07,8.547834992576628e-07,2.9965511212379723e-07,1.3341053139488073e-08,1.6443052768747324e-06,4.852832638402934e-07,7.407020384800158e-09,1.981296708010263e-06,5.278768737429081e-07,3.733827684328307e-06,3.0193776024048e-07,9.119918036823251e-07,0.0,4.033170771489472e-08,6.9456410289464e-07,3.554505885202138e-07,0.0
GATA3_+,0.0006577500756526721,0.0005323085171321403,0.0004738470873381607,0.0004643110418137201,0.0021996966721150027,0.002576510664350436,0.002468677382180422,0.0026512040385026207,0.002717592145235764,0.0028121709365140947,0.002706172320806502,0.002942968744496579,0.0031184944755603323,0.0029847286531082253,0.0029416788012246774,0.0028063884576779415,0.0019395307028558855,0.002403102132392335,0.0021072836615260715,0.002865514244868579,0.0018842854974153998,0.002288020319353482,0.002142785846502695,0.0019137389539427702,0.0020957557935961536,0.0017765349287588268,0.0005552198547275379,0.0005492031767384443,0.0006073405731351373,0.0008194381491080864,0.0018018666655298535,0.0023593885262636035,0.0011487579625028028,0.0014196164608963526,0.0014634127966051663,0.0007214480597111344,0.0007129360869639857,0.0005977277955757687,0.0010453956231630452,0.0016426016490635024,0.0007191143200677823,0.0007519390337869339,0.0008142073057505275,0.001253273993389009,0.00043670203730842335,0.0014496409691673218,0.0006164543192542586,0.0004751962983513559,0.0004965504788441366,0.00048294347809166364,0.00047230000509405434,0.0020091147796389786,0.0018714923712614673,0.002066471825560038,0.002098840701135766,0.00043289180171679736,0.0004937122246281684,0.0005361226051053924,0.0005518044771796674,0.0004358490498244901,0.000610846460273017
GFI1_+,0.001032422531746698,0.0007640789205334346,0.0004416874015539037,0.0004189865549543863,0.0043785740562494666,0.0011113128006438899,0.001096016503819843,0.002622201913625966,0.001356490915904227,0.0011877339515691382,0.0018407040577757526,0.0013151924731706391,0.0014666175471319198,0.0013858025914806483,0.0013202084747734354,0.0012208736162545308,0.0009079542554476374,0.0020578608357143236,0.0010597257090683148,0.001355509136408093,0.004961707449111672,0.003019400301870742,0.0031163332727156827,0.0016738122391233225,0.0036549672023248455,0.0011693016321464385,0.0009740637799584258,0.0006524652508898642,0.0008075782401366385,0.0007594317524874964,0.0013300150125770233,0.0032017081678094353,0.005188402618355922,0.0055627822305542255,0.003529841372522396,0.0014818806518403413,0.001393759924417412,0.0009562068117682382,0.004475484552659526,0.003144131169577261,0.0006093166001616829,0.000650073672434521,0.0007869865142752362,0.004858160740549235,0.0004210510006008008,0.004606507146118982,0.0005415555265492699,0.000783044543093073,0.0007271707044623904,0.0007826124403170581,0.0008067896551134703,0.001249260694556598,0.004867552646250123,0.0037142523063746816,0.0038629890102712893,0.000790683360013554,0.0009353599167712779,0.0009239645919443698,0.0008674968172601502,0.001195883424962701,0.0005243851491931582
HES1_+,0.0008762296921499548,0.002321929658456304,0.0019671737753804066,0.0019400742116157303,7.468200469935427e-05,4.532280171992812e-05,3.059012044197494e-05,0.00014485168579302614,6.723501956284939e-05,5.27030412198969e-05,4.40659687955677e-05,3.603445316333545e-05,2.864287057426256e-05,5.175384110301069e-05,4.1341551375109317e-05,1.897810478818027e-05,3.437895077142171e-05,6.308722599806328e-05,0.00010046273406111306,0.00010082436400000113,9.65294803254792e-05,4.051471760323709e-05,6.245502050325346e-05,1.73471842748355e-05,5.421698598091489e-05,1.6629857195725845e-05,0.0013741529864757407,0.0009622236119576368,0.0010329535628873113,0.0003791653625268719,0.0002837125367542527,5.1530539717921135e-05,0.0001706395327558056,7.545527960339666e-05,0.0003346244310517467,0.0010269831655806134,0.0010983605034992309,0.0008366629545172674,0.00012826778316925443,5.970911542350506e-06,0.0016771756658056447,0.001822344032124343,0.0017228651359545786,0.0002667095159577766,0.0022746147758840535,0.00012589623958223696,0.0019332145107972347,0.0007687238059617523,0.0009000852245217486,0.0007437768831297256,0.0016716792906063095,5.12739224416903e-05,6.86090724755121e-05,7.94885745958409e-05,7.021814210279463e-05,0.0010188685862464397,0.0010816577745734553,0.0007856115297295689,0.000798058921961097,0.0005771337422073872,0.001747393616093662
HES6_+,0.00027568092846514384,0.0002603213658651492,0.00021036409256641915,0.0001977988104491788,0.0020155736691414433,0.0002305339278481097,0.0002334504912554073,0.0007225433891329991,0.00028721501382036,0.00021599997757613135,0.00037571677654822677,0.000261592992446994,0.00022480323082736098,0.0002276989661007217,0.00023068387558286958,0.0002363954756668818,0.00024314067773450484,0.00040145101176153515,0.00032355978949049035,0.00032827801039929806,0.0029630364814384135,0.0014291862070242984,0.0016667800757626467,0.0007531656867110361,0.0019205712439808876,0.00034513446780566273,0.00025601748590596335,0.00023558054569412107,0.00036897366502510923,0.0004151713685603273,0.0015863543973698715,0.0015966157577198,0.005280123109923317,0.00427291266392005,0.003803089200284857,0.0007834653299088476,0.0008587316586108592,0.0005742309468189325,0.004499389348921783,0.0017718365022316503,0.0002412820644637557,0.0002253203742982528,0.00019546139060033112,0.004128050617307316,0.00019975259242746552,0.004191943678123114,0.00021940321518666158,0.0002862823664591018,0.0002573567652859239,0.0003175179981986918,0.0002673662532627108,0.00041902257387419254,0.003108996300370298,0.0023620206396968192,0.0024091308463593066,0.00023552129186284632,0.0002448641112502978,0.00028875078459849934,0.00023941894495982342,0.00023787704034682478,0.00020268758726657584
HIF1A_+,0.002780392037761348,0.0028870604706475365,0.0030113116117324585,0.0030811181391235403,0.002073049860725784,0.0027382320254576687,0.0026745806396018573,0.0022529834251105553,0.0026976766553014147,0.002697004600694508,0.002548831635164485,0.0027561709858760983,0.00264626778369387,0.0027276131456849453,0.0027036741141545965,0.002737216463581679,0.002809542568794117,0.0024475867675481404,0.002756153709573386,0.002589087495331944,0.0019579190427229136,0.0022886005753199193,0.0021772145313880505,0.002669515621886564,0.00219903762464654,0.002767322675469212,0.0029724228271407515,0.003578173948044145,0.0038455086739902166,0.0031143671897559105,0.0027113341258795695,0.002362133895054747,0.0018925718296642561,0.0018554442534938227,0.0022663732689478626,0.0025610329223361805,0.002534262168803616,0.0021272414760841966,0.0019284289515191,0.0020008248146311932,0.003104054801950534,0.0030198440756858077,0.003002976174865774,0.0018583626511652393,0.0030759036089818208,0.0020568782414086065,0.0031034495583123736,0.004305683258341581,0.003786483567239511,0.004196948042573425,0.004070805877791339,0.002788241602423536,0.0019668847659438174,0.0022123375150673533,0.002167665950674928,0.0035421014769551496,0.0029923251969467706,0.0029967344800344497,0.00276454410620913,0.0026480474785255596,0.0031057397560678864
HIVEP2_+,0.0032080641842433155,0.0027306957681889057,0.0030977578169649124,0.003094764814190838,0.0034859109250788924,0.004684857022376837,0.004463402104194066,0.004190688731930268,0.00434920451537186,0.004586963864998656,0.004425694983692648,0.0042717955152675475,0.0042656080301068005,0.004301551271665104,0.004360383199144915,0.004538084661212201,0.004915997005723722,0.004102499714800215,0.00494329883476038,0.004294030672189106,0.003235732835467394,0.004134370295523462,0.003755080117511594,0.004422262132520624,0.003828976774429217,0.004742649956475673,0.003064867497713639,0.002775289765250416,0.002714258359027479,0.003548516816082363,0.003921420590828528,0.00393070327231952,0.0023858251733623985,0.002834130880984538,0.0035378519464953815,0.003665112671243139,0.0036646349318993302,0.0036161278379735332,0.002659057125708158,0.003284723417259668,0.0031943581146696115,0.003209479149905806,0.0031484225746007855,0.0027048838531700593,0.002820460655656764,0.003105500190906011,0.0031176527099869523,0.0025265427203756863,0.002521712095274502,0.002497429734730561,0.002446636097913909,0.0042928358710430945,0.0033536500389776563,0.0038897422271047745,0.003916268918747077,0.002504163517566045,0.0024928182084396934,0.0025845490176245145,0.002600988192430925,0.002907835566882632,0.003216361945728087
HLX_+,0.0005559886045237815,0.00029774641759406284,0.0015396425213657073,0.0017112037409778486,3.5677843822442604e-06,7.521700565330422e-07,2.8159752249802726e-06,4.114693548654319e-05,6.928344981649138e-06,2.1531385102423182e-06,5.455045765016065e-06,2.334371894223282e-05,5.501214928496074e-06,3.3404824971971753e-06,6.17986006960668e-06,2.5691652154589072e-06,5.423355402176761e-06,0.0002686000545688982,2.8683334432696275e-06,1.3310168046988756e-07,2.9188304655928397e-05,0.00017455153448096071,0.00014070707698078197,0.00018804977093713577,0.00018930978679581172,0.00021309214622024732,0.001181295307464192,0.0022101184367467677,0.002702252662818753,0.002214524540851104,0.0002670261648885794,4.354579719887327e-06,1.0739686350879092e-06,1.5136658750425202e-06,2.249946047179487e-05,0.0018275485964134206,0.002083811289392894,0.0013319454491272675,7.897230557211715e-05,1.9012669267261008e-07,0.00013097289659111906,3.399713228847494e-05,2.5912392288415953e-05,3.1415371948510965e-06,0.0017246710737107618,6.309092509757956e-06,0.0001838801635206172,0.006809334466579467,0.0053271925434291425,0.00690136257746136,0.006247634536274621,0.00013184658744595467,1.2180567919422693e-05,0.0001250430500586676,0.0001384714850300571,0.003946832278594923,0.0025304472636311186,0.002055935836389412,0.002031253325581113,0.0004114133760794979,0.00012858243080738957
HMGA1_+,0.004012424120135767,0.002615493856721517,0.002474421756536329,0.002447826312881982,0.002386564645920627,0.002940871095753986,0.0029029402920899717,0.0027742626343398203,0.002812431384241681,0.0028403194377488892,0.002684194427958882,0.0028770102037768237,0.00290094919406761,0.002997077195047664,0.0029813331492571367,0.0029320249457446715,0.0029932288533565613,0.0029312313426408444,0.002850660737731331,0.002833052719279293,0.0022165974244060284,0.0025172093756827825,0.002495570458628098,0.002967627506244664,0.00245053233029702,0.0030714997601497544,0.004092526136094573,0.003791052342089712,0.0030427239271520862,0.0038821701788592524,0.0026284047284339234,0.002465283797903151,0.0019753847210748337,0.0021275059625304976,0.002335417074622714,0.0037072022722566826,0.0037082682657658995,0.0046769787038742185,0.0026938325727186734,0.0038642041278292316,0.0028589928010956584,0.002816365313947686,0.0028810705892947284,0.0017886515197277997,0.0024672821288596013,0.002125706109523642,0.002742538045907197,0.003134525419895088,0.0029377800296729716,0.0030589424888962957,0.00295166341139771,0.0028155363780032953,0.0021968510019837574,0.0024616296643423874,0.002335999207471189,0.00317295049657997,0.002641397738220003,0.0025599356105749926,0.002454952323670479,0.0036839067158451417,0.0026217752936730384
HOXA6_+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1338184886966592e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2985003832697937e-07,0.0,0.0,0.0,0.0,0.0,9.14511441133417e-06,0.0,0.0,0.003999909265003524,2.6779667699485856e-05,0.0,3.983203831658364e-06,4.384042426258288e-05,6.625255817941234e-08,1.3737259883253137e-06,1.8489210819649197e-06,1.8731622936671593e-05,1.5109612944105531e-05,5.12553242524067e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.446525089326785e-07,0.0,0.0,0.0,0.0,0.0
HOXA9_+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3113511272266613e-08,0.0,0.0,0.0,0.0,0.0,2.5776520747212653e-05,9.205604416840972e-07,0.0,0.0009226984967261864,6.765156621329609e-05,0.0,3.6001901588576103e-07,8.409218794143178e-07,5.494023361198974e-08,0.0,1.539390214457963e-06,0.0,1.1249054587833167e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4619107004802389e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSF1_+,0.005015769877744583,0.0064770750385836975,0.006265089980239903,0.006412326016733928,0.006159394298742681,0.007331660176761525,0.0071636351636173625,0.006257925703643747,0.007013818597649077,0.007088225379960134,0.006805490145974628,0.007053663369156818,0.00707816856072467,0.007167173963024917,0.007267707192616233,0.007253770638749195,0.007443662683601903,0.006823565330938438,0.007292154395452665,0.006914518125198505,0.005880937553443877,0.00659744844039938,0.0058580657328496395,0.00742337429282969,0.0062994396562397765,0.007774631970262278,0.004937369802375803,0.005393793004806294,0.005270286643622474,0.006103871256629,0.006607620158920721,0.006303382894783654,0.00476183045127552,0.005440720350676417,0.006277052440155351,0.007508328929330699,0.007222536724993766,0.006469389335259546,0.004933929157985184,0.006332384482336634,0.007275138721345292,0.0071775118808868115,0.0072774782477829595,0.004997545811506719,0.006362908461773926,0.005613311985389992,0.00697290254039861,0.0052613444102886835,0.004909607114962029,0.005163409684624169,0.00496924810404758,0.007043286908299264,0.00581645330340699,0.006298741770607137,0.006267363216848884,0.00536452248876684,0.0054009999042640274,0.005617504067920275,0.005524036675145743,0.005856504936689535,0.006789519400760242
IKZF1_+,0.0014862503849648757,0.0016879285407479087,0.0018876476729982451,0.001857400057389012,0.002002752956039931,0.0024609879479518143,0.0024328895757486633,0.002228289455687456,0.0023166669187212026,0.0023769164670348576,0.002247817639928471,0.002271012495295222,0.0022359395707225553,0.00226339511603484,0.002308072713703095,0.0023361127907107573,0.0026641385229681375,0.0022584363123751726,0.002508429372144358,0.0022075470103471197,0.0019414394102529394,0.0021169951287626984,0.0021453956602769703,0.0024702750271406036,0.002062758721437818,0.0026293827239583997,0.001429830182364834,0.0011396442718839526,0.0012470906666727569,0.0019374359578407995,0.002134415360476829,0.0019860834707867347,0.0017081009984479738,0.0018020437598309234,0.0018720887922286573,0.0018239996039194897,0.0018753419763342816,0.0021531003183389006,0.0019161525148787605,0.002076763836251869,0.0018908614753896426,0.001903567628527878,0.001839890264644202,0.0017791623832093765,0.0018077811713887739,0.001754167125671064,0.001784179930551129,0.0009433845889585805,0.000985732958407513,0.0009292731901545847,0.0008680768507759353,0.002429406998467376,0.00191504734058596,0.001997788216485987,0.0019437352197474874,0.0009599110000341356,0.0010205449954360619,0.0011206491523330247,0.001137151730674369,0.0014683643086556913,0.0018374527049980435
IKZF2_+,0.0002047879106740959,0.00021037732466281094,0.0002962731102746028,0.00030947741080403256,0.0007682667111578096,0.0003160566012905412,0.00029976480652836444,0.0006231479110375671,0.00035499453843077037,0.0003155988041585024,0.0005382454655836864,0.0004211868773256792,0.0002833614802178828,0.00030120549284794635,0.00029545702728272583,0.00032571911209681027,0.000272512824852557,0.00047879152937678986,0.0004947287405817973,0.0006723669884249851,0.0009567950566863289,0.0007884166027333336,0.0008210609353659691,0.0005473872469985338,0.0008745640983317594,0.0004708508721593746,0.0002693265652481465,0.00021150129167520616,0.00021340287776427556,0.00036633887003720674,0.001157510346549308,0.0014385581554171773,0.0016110521366222836,0.0012367712213363726,0.0017815348628040539,0.00036927097808211936,0.00034671300170887714,0.00021575266041728555,0.0014076179983917557,0.0006323640005109689,0.00024404325308557593,0.00022897241954268144,0.00023264261932085615,0.0013912379486238865,0.00038051814822873245,0.0016594549985566736,0.0002645276725333226,0.0001361144866919041,0.00014367858697119715,0.00012674340772787635,0.00013951515229839955,0.0006586956213904486,0.001044534993510816,0.0010211479978475765,0.0010424605365211956,0.000144091893379323,0.0001431201529071278,0.0001559413204560107,0.00014336946665520302,0.00020298406880123757,0.00025655007451602847
IKZF3_+,0.0005384566944480655,0.001758632369085688,0.00185111750370408,0.0018285150813639225,0.0025425983095802847,0.001658824747099936,0.0016626590589111174,0.0023999955351180994,0.0017416908437161472,0.0018142318579807413,0.0019334331976233084,0.0017782129311320015,0.0018054732159023263,0.0017672872351945361,0.0016889632131158378,0.0016834159817087008,0.0013455237121750279,0.002047394427459243,0.0016400958778365533,0.0021514515649859317,0.0025228101492020196,0.0022396503412720698,0.0022579230517398873,0.001696870235099334,0.0023662341013473915,0.0015281032475828128,0.0005396935120109972,0.0003368619187010476,0.00046987362124105143,0.0006715939150553978,0.001185495780226525,0.0023096430074546325,0.0019653535289477237,0.0022430668233512285,0.0013620240571217415,0.0013412913397702739,0.001318825718887905,0.0011301729968847334,0.0016360661146068284,0.0017723009064012554,0.0017628835296387862,0.0018222036179869473,0.001756243808472616,0.0020396692098156467,0.0018126458622700484,0.0018444435256405097,0.001789002889854226,0.0002607070609464168,0.00029559636906284763,0.0002665284384766324,0.0002438814034717196,0.0016045203116297328,0.0024573938914037702,0.0022388483888148092,0.0023097096620748768,0.00020248682856700156,0.0002161075083087062,0.00026140817336812745,0.00027886632402572477,0.0007474579873704195,0.001866238211098619
IRF1_+,0.0021207103640836543,0.00171143959048976,0.001503116135302556,0.0014189316343735036,0.0019807302599147035,0.0015041403582400725,0.001643998042789441,0.0019304529852460037,0.0017408858174214645,0.0015508227443203047,0.0017060257494829066,0.0017206090439438526,0.0017596318796965023,0.0017518292797105842,0.0017262516035655027,0.00165409605007657,0.0013595744508697204,0.001764836162536056,0.001425780942002546,0.0017131173895691468,0.002055757410535033,0.0017410366022409319,0.0019885305508042317,0.0015407250063463435,0.0018208597254049629,0.0013774530955354431,0.0022638670707334583,0.002332798542993244,0.0028849692996533016,0.0019061629031124027,0.002114782372802746,0.0018727565462874107,0.0021895236857539676,0.0021289784903832736,0.0020954603814257408,0.002304674271763201,0.0022933017555650695,0.0023525828442931816,0.0022418222170741313,0.002059134971945091,0.0016054207277031943,0.001541973258952277,0.0016427786127876773,0.0023231433183678856,0.0014600890738008247,0.0021009652357894693,0.0015951756247209912,0.003096972328230691,0.003093285123550851,0.0032211607107018488,0.0029808217898632285,0.001546458162329295,0.0019849447120073153,0.0019061777366308741,0.001884584693895006,0.0029498417092756854,0.002746245509765977,0.0026739683930017827,0.0026069841173389594,0.0020682002316114033,0.0015431671610779876
IRF5_+,0.003393025941798054,0.002688993045078786,0.0021263171920067425,0.0020917382931743157,0.001180470823562096,0.001032766662497358,0.0010481815848139323,0.0013153538381860644,0.0010678343092033879,0.0010717613172131289,0.0010352489545086675,0.0011431413679331732,0.0012716669712841348,0.0012871985936841143,0.001236048329644878,0.0011695676674944582,0.0009429388052701645,0.0012612288461648872,0.0009534895534266933,0.0012318560057496362,0.0011392898672751596,0.0010339522117093155,0.0011462800986265786,0.0010316992509876604,0.0010842604523922765,0.0009902230590086772,0.0034303954084789843,0.0034705437999745887,0.0024844418516631064,0.0020311143090206945,0.0014262525738869471,0.0009911917066407446,0.001317392935662391,0.0012986994285100392,0.0013287576190462917,0.0020845271905706084,0.002056718341581726,0.0021182099100880768,0.0014608442118591452,0.0016253210667913208,0.002405937232962395,0.0024051885659916224,0.0027074741552212253,0.0010594794666339764,0.0021915252577082715,0.001227057052718467,0.002410580827469205,0.0026203910834195145,0.002828730856674368,0.0025765621777058857,0.002610656557851916,0.0009837430466257215,0.0011396032421925081,0.0010887846847608632,0.0010451982295531358,0.003164696438301629,0.00343096933656613,0.0034673620878698883,0.0036565599019660173,0.002701482125507631,0.0022744361582097148
IRF7_+,0.0029166318507756173,0.0013311222759639235,0.0012892910216072053,0.001015476970631135,0.0008972521405883856,0.0007489083459282787,0.001172159277938263,0.001018826673577726,0.0007992657665676729,0.0007608523801194957,0.0007807485614229172,0.0008356343576109457,0.0008997156690288059,0.0009104260288578524,0.0008943005411310656,0.00082858693414774,0.0006726124922142894,0.0008847192809515806,0.0006511893926426249,0.0008402282504582603,0.0008577497806282011,0.0007323352995211852,0.0013125068817899073,0.0008010278816782607,0.0007727757439700744,0.0007009969331999861,0.0019648734531393305,0.0017783076022456555,0.001492705498070757,0.0013393133894657667,0.0009979842264771362,0.0007721233265332634,0.0009644415110896597,0.000940805942536833,0.0008841831918237774,0.002234882830520464,0.0022306951486724988,0.0021628555409202595,0.0011190307589956758,0.0011872885516369253,0.0012091886200546625,0.0011236092257434992,0.0012245397002324818,0.0007899361291883478,0.0011470852222888993,0.0008540365425700698,0.0012564042804965542,0.0016686491418500828,0.002100889604805649,0.0019058058064569206,0.0016223231744297482,0.0006874780641276465,0.0008577744540548275,0.0008077276535890837,0.0007635670499213253,0.0018938001112834954,0.0017163885663268924,0.0016180833455329046,0.0018703952754287989,0.003985276398340289,0.0011468488946706776
IRF8_+,0.002375226480075588,0.002035393906191938,0.002207410367681929,0.0022276743706672467,0.0003972584389631618,0.00030150880770121155,0.00033758113898000626,0.0004219287685586352,0.0003181233660361262,0.0003035732871046649,0.00030358462846103454,0.0003203072732425809,0.00037428620706795137,0.0003667619952084913,0.00034993301672251636,0.00031846551712845365,0.0002715994960001221,0.0003388657538050802,0.0002845380866788525,0.00037184975174585946,0.0003852335623121693,0.00031429089053647345,0.0004092409064566633,0.0002873677890011094,0.0003499586359099976,0.00026216081844889475,0.0017994526611587753,0.0013985693595736156,0.001152319334675489,0.0009285330822977838,0.0005023054579648665,0.00027399871611954297,0.00042159141422930675,0.00043671105449802475,0.000396037838367673,0.0011250422223547999,0.001144557877868469,0.0008954313874903224,0.0004655514965952922,0.00044414811470194424,0.001886820051049452,0.0019183290196718896,0.0018087980259888113,0.00037104286308004545,0.002294186895321259,0.00038064410881382635,0.0020140543577102923,0.0010582585443001007,0.0011848607624306365,0.0010746556218772156,0.0010706619433369503,0.0002509983371180411,0.0003739401354850964,0.000342795787591647,0.00032803038883992314,0.0012347233380331946,0.0010906919977559304,0.0010215367349648444,0.0010537737866400693,0.0033348900951461918,0.001959743747665746
JDP2_+,0.002033151880805971,0.0008028086061204444,0.0006206284672140424,0.0006162580209651023,0.0006263169605420141,0.0006371031796418684,0.0006385170432025446,0.0006867782893253235,0.0006647866397234384,0.0006342359710918989,0.0006374658388386823,0.0007211719157478449,0.0007291709307166134,0.0007026131792363294,0.000705715872631651,0.0006664184867612409,0.0005972729164353331,0.0006706461560749018,0.0005993139538960457,0.0006623043348824259,0.0006138032109758926,0.0005990263461473822,0.0006511931881794924,0.0006569111664382922,0.0005947549094435763,0.0006256734351282371,0.0020884981985564923,0.002971108030602886,0.002758371647351666,0.0012931100683943038,0.0007835472193785055,0.0006192173208452496,0.0006281199212895722,0.000623713781130458,0.0006507399454386061,0.001022788979907281,0.0010540435922981165,0.0009469122325409435,0.0007159989184833442,0.0007995267447227535,0.0007354635215068471,0.0006790765416643928,0.000772953480114277,0.0005838621140716873,0.0006219852869228732,0.0005987436032256073,0.0007344459999455736,0.003984319146184262,0.003768488427730618,0.003959489230023571,0.003857653843974316,0.0005865800737713665,0.0005962281090673945,0.0006062301728238487,0.0005784558287825727,0.003596461121248197,0.003191490489012567,0.0029139359865257663,0.0028248290271173874,0.0017277510219436214,0.0006846840073309959
JUNB_+,0.00549919733342182,0.005118992145335001,0.004887051574600252,0.004932071772238176,0.0052568422276805145,0.006169657886010431,0.006145720499899695,0.005302178058944626,0.006104818803189451,0.006089832520161045,0.006225057795159055,0.0064112627970964306,0.006432426494270784,0.006454489318586628,0.00654882577904887,0.0066120256535771305,0.006040961730079721,0.005782148835308405,0.006032922526289694,0.005869518460549453,0.004889053086426811,0.00597757847067888,0.005404283355364025,0.006150923309370508,0.005629433904638951,0.006168253410906074,0.005787312668544655,0.006309360743624472,0.005827101072619895,0.0058621934633981175,0.005887169255908666,0.005911006849705881,0.004622438613715141,0.004627351939093123,0.005386721999377446,0.005501956764893903,0.005324256359768852,0.005210826729393863,0.00470090263108922,0.005361916192518574,0.0054005449155279895,0.005256123646096262,0.0051951656866446065,0.004296587545641857,0.004962119334802182,0.005211459135297957,0.005348708136260324,0.0063407567111251175,0.0058649462394182676,0.006235389475115787,0.006225641602815252,0.006189919753253427,0.005045030013350008,0.0057383533852847874,0.005696856810733668,0.006175533284216942,0.005841564486782812,0.005732910264622383,0.005477301985048906,0.005444544395560312,0.005190516621750018
